	cpd	cv	ppm	amp	fwhm	fwhm2
0	Mannitol	l	74.12510952260718	79.240944	0.01987203852124253	0
1	Mannitol	l	73.93237523458251	703.1045	0.024458429235920676	0
2	Mannitol	l	73.84671023614246	664.4768	0.02903844013766843	0
3	Mannitol	l	73.7644575918751	0.0500046	0.12556678597152882	0
4	Mannitol	l	73.72423011994763	673.40045	0.02425977808962898	0
5	Mannitol	l	73.64653647938104	1391.2949	0.035328147270604404	0
6	Mannitol	l	73.57499316327895	557.45215	0.02583494824145305	0
7	Mannitol	l	73.50662515640181	197.04842	3.709532808215954e-05	0
8	Mannitol	l	73.45110174852655	919.0781	0.026890900593969036	0
9	Mannitol	l	73.3670265526687	1114.5658	0.026248598502036202	0
10	Mannitol	l	73.23119481346913	59.616325	0.0	0
11	Mannitol	l	73.17544697375999	185.06335	0.027087160201404004	0
12	Mannitol	l	72.3719701804863	346.0416	0.028536958867277917	0
13	Mannitol	l	72.1804842630109	1868.1796	0.03005450942342236	0
14	Mannitol	l	72.09663902742511	1334.743	0.031247982828858767	0
15	Mannitol	l	71.97226751621494	1175.5659	0.028917660688449587	0
16	Mannitol	l	71.88829678786286	1242.1329	0.031179563584629477	0
17	Mannitol	l	71.69691756795382	171.69199	0.022791914441285144	0
18	Mannitol	l	66.17079368664923	58.11394	0.0	0
19	Mannitol	l	66.15001920350792	7.000242	3.24521920447296e-09	0
20	Mannitol	l	66.07129093924465	4157.4775	0.025187787365950953	0
21	Mannitol	l	66.00441567372312	0.050000012	1.1357521145782812e-06	0
22	Mannitol	l	65.9882643084787	0.05	1.5563906856641552e-06	0
23	Mannitol	l	65.94492933042781	0.05	0.013595303994264896	0
24	Mannitol	l	65.87890737225635	0.050000004	3.697699639815255e-06	0
25	Mannitol	l	65.798750876117	3829.952	0.025351644245489524	0
26	Mannitol	l	65.73844945573865	58.981293	0.0	0
27	Mannitol	l	65.67271670691798	0.05	0.005482733225193215	0
