	cpd	cv	ppm	amp	fwhm	fwhm2
0	Mannitol	l	73.84506464318699	1100.8201904296875	0.02342764257846852	0
1	Mannitol	l	73.7609903007932	989.220703125	0.028492811878152224	0
2	Mannitol	l	73.63700514537118	1074.315673828125	0.02499003331570293	0
3	Mannitol	l	73.56036982886388	2085.706787109375	0.03824581659429782	0
4	Mannitol	l	73.48796200094026	921.3409423828125	0.024302098188144328	0
5	Mannitol	l	73.41909973518204	113.32857513427734	0.010564642140366232	0
6	Mannitol	l	73.36361665262041	1390.1160888671875	0.030702438121352316	0
7	Mannitol	l	73.28032939425825	1757.6963	0.027368711627673292	0
8	Mannitol	l	73.08789578725813	312.4679260253906	0.034230683469104406	0
9	Mannitol	l	72.28458150695982	536.0008544921875	0.024367061113537147	0
10	Mannitol	l	72.09247785527711	2827.6708984375	0.03137090359962258	0
11	Mannitol	l	72.00906433502016	2075.99658203125	0.03176051785345635	0
12	Mannitol	l	71.8844112042296	1763.7884521484375	0.03243324339118203	0
13	Mannitol	l	71.80018704476757	2002.421142578125	0.033456970492409255	0
14	Mannitol	l	71.61266301695281	239.06907653808594	0.03878204047086342	0
15	Mannitol	l	65.9586765578546	5337.43017578125	0.0304475310006751	0
16	Mannitol	l	65.68657783445232	4943.9345703125	0.03184080919473331	0
