	cpd	cv	ppm	amp	fwhm	fwhm2
0	Glucose	l	98.92718501976267	218.54747	0.04043853037575218	0
1	Glucose	l	98.8934016164878	93.48901	0.012399464330570709	0
2	Glucose	l	98.6239589671452	228.85588	0.03831022661057659	0
3	Glucose	l	98.59138245951492	99.341965	0.012521100931820683	0
4	Glucose	l	95.10639071871073	191.35051	0.03740172395757213	0
5	Glucose	l	94.80172423902599	194.85573	0.03413255528093373	0
6	Glucose	l	79.0726194944456	178.2842	0.0374854226079151	0
7	Glucose	l	78.79560946954612	319.97888	0.0383788643009666	0
8	Glucose	l	78.64758804658715	201.31685	0.057287349679199906	0
9	Glucose	l	78.51579431536021	190.01125	0.03286931286078243	0
10	Glucose	l	77.29055903611695	186.63321	0.03309358882827951	0
11	Glucose	l	77.0031335647937	178.33038	0.0665220457799478	0
12	Glucose	l	75.65159747897573	167.90355	0.047439119234923055	0
13	Glucose	l	74.60883405772668	142.16518	0.0	0
14	Glucose	l	74.31664371088408	264.19385	0.04860837156942921	0
15	Glucose	l	72.75640355396544	205.22842	0.053766125311028645	0
16	Glucose	l	72.52781991365543	126.215546	0.03399030837385908	0
17	Glucose	l	72.48167939547443	307.57065	0.04569653193328804	0
18	Glucose	l	63.78583278376951	248.23732	0.05171148747101029	0
19	Glucose	l	63.637337007492306	152.85039	0.035636315582678435	0
20	Glucose	l	63.50123643253963	211.96112	0.04994082803906963	0
21	Glucose	l	63.35183067870008	156.96053	0.03462736669197852	0
22	Ethanol	l	60.42058996077168	427.99216	0.021159593671796983	0
23	Ethanol	l	60.17415291414656	437.96783	0.020247576005402834	0
24	Alanine	l	53.717719783599534	284.13617	0.024977088724767782	0
25	Alanine	l	53.486319293783225	316.92917	0.022908007366083893	0
26	Alanine	l	53.359956420109285	299.68607	0.022180324532513396	0
27	Alanine	l	53.128187400005515	300.49136	0.021610786532420434	0
28	Butyrate	l	42.74547990832815	432.27847	0.021466468708865705	0
29	Butyrate	l	42.525588217930135	453.35425	0.020501288250414973	0
30	Butyrate	l	42.40737687313262	448.13507	0.02068229575377245	0
31	Butyrate	l	42.18688510866329	457.9084	0.019773476589392658	0
32	Acetate	l	26.30224267254232	516.1784	0.019669828544039092	0
33	Acetate	l	25.95757652811716	532.4	0.0185796515093557	0
34	Butyrate	l	22.398004673158482	351.5034	0.02672610052442792	0
35	Butyrate	l	22.173597097932912	667.13007	0.027771364802788412	0
36	Butyrate	l	21.94797847133748	369.7434	0.02447930081112304	0
37	Ethanol	l	19.77843912346674	584.8648	0.020191119213535558	0
38	Ethanol	l	19.53082878715651	564.4135	0.020324222954940296	0
39	Alanine	l	19.122482478091513	737.9026	0.023770984388022498	0
40	Alanine	l	18.89113203800639	736.8863	0.022384890009675473	0
41	Butyrate	l	16.195474163742546	523.578	0.037447425456377914	0
42	Butyrate	l	15.965047209495339	490.8604	0.03726552847263065	0
