	cpd	cv	ppm	amp	fwhm	fwhm2
0	Glucose	l	98.91950398771203	187.96863	0.04677587913101888	0
1	Glucose	l	98.61709068090889	175.24417	0.049308578157848615	0
2	Glucose	l	78.7917339248159	226.36752	0.029092814536312517	0
3	Glucose	l	78.61068348696548	90.33789	0.33445545263128906	0
4	Glucose	l	77.28218788268188	167.45587	0.03204535363866512	0
5	Glucose	l	74.31063094253108	195.3826	0.05493597248266724	0
6	Glucose	l	72.75708544451263	155.32355	0.04083711570044102	0
7	Glucose	l	72.72842022227647	93.42228	0.024255581948636973	0
8	Glucose	l	72.51624161661022	112.38302	0.03103524290486348	0
9	Glucose	l	72.47525360056198	241.50781	0.044540932019799584	0
10	Glucose	l	63.77935340013761	204.12624	0.049461267911226514	0
11	Glucose	l	63.49546533792878	154.8696	0.08260563539857912	0
12	Ethanol	l	60.41742600617917	359.05563	0.020110437347483412	0
13	Ethanol	l	60.17039239613092	349.61093	0.02113060997240268	0
14	Alanine	l	53.713063486641374	185.98715	0.024492681218561074	0
15	Alanine	l	53.482359072283515	192.09325	0.022618500815411835	0
16	Alanine	l	53.35714658141205	189.66606	0.021418614406485403	0
17	Alanine	l	53.125608850881264	179.36664	0.02123028549365813	0
18	Butyrate	l	42.74425303630437	346.95935	0.02069087139383896	0
19	Butyrate	l	42.52382976381878	323.26733	0.022075096137740502	0
20	Butyrate	l	42.40464013940647	337.0672	0.02060919314519083	0
21	Butyrate	l	42.18435969550799	315.66995	0.02285009356808132	0
22	Acetate	l	26.30018759743149	380.82968	0.019336416970162418	0
23	Acetate	l	25.954213154488286	393.8481	0.021800464653495055	0
24	Butyrate	l	22.39680196124067	290.73715	0.027709641868796098	0
25	Butyrate	l	22.170983762474577	537.59033	0.02741059424965897	0
26	Butyrate	l	21.946218877678746	308.9387	0.025117293833034182	0
27	Ethanol	l	19.77362392487501	438.90216	0.02101430805262794	0
28	Ethanol	l	19.526353089858674	461.7083	0.019818890082689222	0
29	Alanine	l	19.128988050207454	495.95706	0.025778634795983635	0
30	Alanine	l	18.896885251922612	522.23627	0.025067802067837874	0
31	Butyrate	l	16.19186893518284	434.9455	0.03753125148534764	0
32	Butyrate	l	15.960692641974248	375.03595	0.03779405907513933	0
