	cpd	cv	ppm	amp	fwhm	fwhm2
0	Mannitol	l	74.13734159767486	148.3425	0.025164758144654797	0
1	Mannitol	l	73.98736744834119	633.725	0.0011520816497636588	0
2	Mannitol	l	73.94447330591723	1734.8513	0.020468751517341843	0
3	Mannitol	l	73.89774051456777	0.050000127	0.2640338056258429	0
4	Mannitol	l	73.86089286488294	1540.5793	0.022503958563106607	0
5	Mannitol	l	73.80959242670306	230.83115	0.0019248485144487404	0
6	Mannitol	l	73.78558800232116	141.48247	0.005627007569870557	0
7	Mannitol	l	73.73611935622884	1621.1501	0.02074358195633863	0
8	Mannitol	l	73.65992251651477	2879.5796	0.03208422678835632	0
9	Mannitol	l	73.58644007533348	1391.658	0.01800439981329305	0
10	Mannitol	l	73.51354608866131	251.45006	0.00983040919271616	0
11	Mannitol	l	73.46302486995748	2028.4491	0.02287100702451994	0
12	Mannitol	l	73.41558217813477	0.05	0.004108688356978973	0
13	Mannitol	l	73.3797076938805	2662.9067	0.019426295824302997	0
14	Mannitol	l	73.1877477153063	411.02893	0.025541479513321974	0
15	Mannitol	l	72.38416214636655	758.55884	0.02417634135508706	0
16	Mannitol	l	72.19252800109203	4053.0286	0.026876756877385333	0
17	Mannitol	l	72.10892001642921	2902.1218	0.02513422302882873	0
18	Mannitol	l	71.98426413767694	2471.2812	0.02684902018683033	0
19	Mannitol	l	71.90047336427108	2691.959	0.02539244160874432	0
20	Mannitol	l	71.70783812686352	350.86722	0.01739087447936072	0
21	Mannitol	l	66.05962238263103	7507.8213	0.025505487403506777	0
22	Mannitol	l	65.99117233433108	346.02432	2.1427410956675885e-09	0
23	Mannitol	l	65.95470772451483	383.89008	1.9499609038575727e-07	0
24	Mannitol	l	65.9254441225061	477.26974	0.0022302182017313044	0
25	Mannitol	l	65.89140458742071	144.14421	0.0	0
26	Mannitol	l	65.78735201258485	6936.566	0.025391465991191353	0
