	cpd	cv	ppm	amp	fwhm	fwhm2
0	CO2	l	127.23789268120379	632.1562	0.024608511073978434	0
1	Ethanol	l	60.26849352695365	802.2372	0.018735300610643435	0
2	Ethanol	l	60.22214543471597	245.98598	0.026174319705035032	0
3	Ethanol	l	60.02170601966358	844.775	0.018947627727385452	0
4	Ethanol	l	59.97442476478329	237.82347	0.029299844120600937	0
5	Acetate	l	26.054378565968932	168.18092	0.0	0
6	Ethanol	l	19.61426536164433	947.77405	0.019015630821627383	0
7	Ethanol	l	19.36687052981901	933.34796	0.023684841260319445	0
8	Alanine	l	18.970494634122247	528.2603	0.026016902793031704	0
9	Alanine	l	18.739383203678045	471.81476	0.030232791958269445	0
