	cpd	cv	ppm	amp	fwhm	fwhm2
0	Mannitol	l	73.9570391157711	9878.236	0.02723250061947624	0
1	Mannitol	l	73.91754041582814	458.75836	0.00789973998860205	0
2	Mannitol	l	73.87409184589089	9741.523	0.03202478302154077	0
3	Mannitol	l	73.82274353596506	1948.5474	0.03949869994295341	0
4	Mannitol	l	73.79509444600498	1948.5474	0.03949869994295341	0
5	Mannitol	l	73.74769600607345	47394.53	0.15927575766738755	0
6	Mannitol	l	73.66869860618755	47394.53	0.15927575766738755	0
7	Mannitol	l	73.59760094629024	47394.53	0.15927575766738755	0
8	Mannitol	l	73.55810224634729	35118.766	0.11020708328643991	0
9	Mannitol	l	73.52255341639864	35118.766	0.11020708328643991	0
10	Mannitol	l	73.47515497646711	35118.766	0.11020708328643991	0
11	Mannitol	l	73.43565627652416	35118.766	0.11020708328643991	0
12	Mannitol	l	73.3922077065869	35118.766	0.11020708328643991	0
13	Mannitol	l	73.19866407686644	3182.3833	0.0374462929794106	0
14	Mannitol	l	72.39684046802458	5325.154	0.03343507264253276	0
15	Mannitol	l	72.20329683830411	103063.81		0
16	Mannitol	l	72.1203495684239	103063.81		0
17	Mannitol	l	71.99395372860647	103063.81		0
18	Mannitol	l	71.91100645872629	103063.81		0
19	Mannitol	l	71.71746282900583	2183.6003	0.03088023631605097	0
20	Mannitol	l	66.13501274251556	376.58817	0.002407628545938678	0
21	Mannitol	l	66.06595722270686	6629.152	0.025765199223968693	0
22	Mannitol	l	65.99410120727237	154.03368	0.0	0
23	Mannitol	l	65.95528370191431	932.8629	7.021402552709333e-07	0
24	Mannitol	l	65.9298212393509	237.44215	0.004529428986103312	0
25	Mannitol	l	65.86244288742776	761.2515	0.0018116672524399746	0
26	Mannitol	l	65.79374856299225	6101.7144	0.026273563651386667	0
27	Mannitol	l	65.72156017766602	132.65195	0.0	0
