Time,Mannitol,Alanine,AlanineN15
0.4430555555555555,27.43581639538466,0.0,0.0
1.284166666666667,27.302948752675746,0.0,0.0
2.125277777777778,27.101995135667572,0.0,0.0
2.966388888888889,26.951147387863095,0.0,0.0
3.8075,27.115030740389745,0.0,0.0
4.648611111111111,27.03673928194535,0.0,0.0
5.489722222222222,27.042055424867435,0.0,0.0
6.330833333333334,27.229589405296103,0.0,0.0
7.171944444444445,27.0938816539772,0.0,0.0
8.013055555555555,27.11606606447092,0.0,0.0
8.854166666666666,27.261489309176998,0.0,0.0
9.695277777777777,27.172652557428524,0.0,0.0
10.53666666666667,27.311111332949512,0.0,0.0
11.3775,27.091992856994473,0.0,0.0
12.21861111111111,26.998356196077747,0.0,0.0
13.05972222222222,26.822219563093796,0.0,0.0
13.90083333333333,25.84963554277428,0.0,0.0
14.74194444444444,24.92416110440579,0.0,0.0
15.58277777777778,22.96102237958199,0.0,0.0
16.42388888888889,20.8869661689346,0.0,0.0
17.81166666666667,18.570479892042133,0.9043618481433563,0.0
19.41916666666667,15.687102576707959,1.0659336591136013,0.0
21.02638888888889,12.572531298999317,1.7702209107962663,0.18681866825494758
22.63388888888889,9.927206158010815,1.4057347062768115,1.2812104646835436
24.24111111111111,7.982241113753338,2.6316284155237915,0.561376800748196
25.84861111111111,5.998676706498714,2.803044923106825,0.6209107980245969
27.45611111111111,4.566258328397221,3.0382545124059943,0.8914434686453774
29.06333333333333,3.193166560093291,3.1533481511208556,0.6138933737342739
30.67083333333333,1.8223603907868713,3.284204405228832,1.198625465512778
32.27805555555555,0.20375119822316898,3.527743267034271,1.0967893938577242
33.88555555555556,0.25787500742288233,3.278599305935895,1.4338544486360776
35.49277777777777,0.0,3.069202104067628,1.3997891883870066
