	cpd	cv	ppm	amp	fwhm	fwhm2
0	Mannitol	l	74.11786688025191	123.299774	0.0036639341602722197	0
1	Mannitol	l	73.9383341063992	5129.3486	0.030503439087596007	0
2	Mannitol	l	73.85406362071322	5889.67	0.04122209116988529	0
3	Mannitol	l	73.77345706918751	193.70316	0.007327868320516018	0
4	Mannitol	l	73.72948985926442	40368.31		0
5	Mannitol	l	73.65254724189896	40368.31		0
6	Mannitol	l	73.58293249285404	40368.31		0
7	Mannitol	l	73.52430954628989	40368.31		0
8	Mannitol	l	73.45469479724497	40368.31		0
9	Mannitol	l	73.37408824571926	40368.31		0
10	Mannitol	l	73.17623580106525	1130.5258	0.03663934160258009	0
11	Mannitol	l	72.37749815412869	2698.8079	0.0353739626968661	0
12	Mannitol	l	72.18697357779521	27947.271	0.11680376167021222	0
13	Mannitol	l	72.10270309210924	27947.271	0.11680376167021222	0
14	Mannitol	l	71.97812933066041	21342.898	0.12268654090880204	0
15	Mannitol	l	71.89385884497446	21342.898	0.12268654090880204	0
16	Mannitol	l	71.70333426864096	944.87085	0.03663934160258009	0
17	Mannitol	l	66.07061155649356	3113.4363	0.025099048724484874	0
18	Mannitol	l	65.94799572526148	95.53706	0.007203095552284822	0
19	Mannitol	l	65.79827694709638	2835.6633	0.025710428232798677	0
20	Alanine	l	53.44742120970585	79.938034	0.02355658544598782	0
21	AlanineIgnore	l	53.38626538784223	55.280113	0.03606061967172991	0
22	Alanine	l	53.21759473940784	96.50034	0.028766797166809965	0
