	cpd	cv	ppm	amp	fwhm	fwhm2
0	CO2	l	127.23718148801723	193.65695	0.020188823050858673	0
1	Mannitol	l	73.93161361204972	366.09448	0.027043001435544056	0
2	Mannitol	l	73.8472852805061	328.36816	0.03625465796329763	0
3	Mannitol	l	73.72409367317468	352.53775	0.02475363830475885	0
4	Mannitol	l	73.64608770833141	721.4926	0.0418523965904285	0
5	Mannitol	l	73.57386771899644	300.85703	0.03095745075955847	0
6	Mannitol	l	73.44993306701815	461.0277	0.03199389254476159	0
7	Mannitol	l	73.36601725372978	579.309	0.030670994649085515	0
8	Mannitol	l	72.3704592399217	171.65071	0.03334798866018218	0
9	Mannitol	l	72.17971521101484	953.3507	0.03480543740025155	0
10	Mannitol	l	72.09635899362024	708.1222	0.03626221899276061	0
11	Mannitol	l	71.9721259399737	595.99255	0.03406364117373073	0
12	Mannitol	l	71.88631201022793	654.34875	0.036515432148434	0
13	Mannitol	l	66.06750625028505	2056.7432	0.029903517218372144	0
14	Mannitol	l	65.79528988306973	1895.2633	0.030583032793543907	0
15	Ethanol	l	60.26922026773869	195.78699	0.019579041316546864	0
16	Ethanol	l	60.02316172099188	213.80362	0.020911877445342952	0
17	Acetate	l	26.075176858357764	207.96689	0.028009321053190206	0
18	Acetate	l	25.728481608497162	206.25876	0.025578647927858356	0
19	Ethanol	l	19.615997686046796	225.4339	0.020582133860330032	0
20	Ethanol	l	19.36828120375779	218.31888	0.022568603928476705	0
21	Alanine	l	18.975808254399197	246.05618	0.026047009681462896	0
22	Alanine	l	18.744169778131294	243.8947	0.02892806819770044	0
