	cpd	cv	ppm	amp	fwhm	fwhm2
0	Alanine	l	53.50889059887288	278.78976	0.020562136775936324	0
1	AlanineN15	l	53.46382462897759	91.26977	0.021242209771315856	0
2	AlanineIgnore	l	53.415862033444625	62.2669	0.010338978802366228	0
3	Alanine	l	53.34110612855213	241.68787	0.022470396297222806	0
4	AlanineIgnore	l	53.28124585693601	285.4082	0.03076543314449509	0
5	AlanineN15	l	53.22343703060159	97.1877	0.029759861328187753	0
6	AlanineIgnore	l	53.1878654822458	24.15843	0.010698931849248083	0
7	Alanine	l	53.152627738545334	210.25565	0.0183431417441966	0
8	Alanine	l	53.10727750035491	374.0474	0.027550876396361446	0
9	AlanineN15	l	53.05656183672778	136.02231	0.027292368038871473	0
10	Alanine	l	52.9215929301557	257.524	0.021475818466427654	0
11	AlanineN15	l	52.874870296313134	83.03165	0.02755174664594051	0
