	cpd	cv	ppm	amp	fwhm	fwhm2
0	Mannitol	l	73.84439256514335	1084.2201	0.023835304411022662	0
1	Mannitol	l	73.7603909890205	987.8162	0.02751865552610866	0
2	Mannitol	l	73.63690832688488	1066.5612	0.02545234773941729	0
3	Mannitol	l	73.46253938637716	36253.074	1.7678587482805597e-09	0
4	Mannitol	l	73.48762744417101	723.0221	0.04267158951165584	0
5	Mannitol	l	73.56062420946591	1920.892	0.03924270554858822	0
6	Mannitol	l	73.36360556448625	1367.4851	0.02945567600872323	0
7	Mannitol	l	73.32478852940449	0.05	0.17632600839996826	0
8	Mannitol	l	73.28018245568805	1739.3724	0.027356640223104023	0
9	Mannitol	l	73.08837571065678	290.53714	0.03734982453539715	0
10	Mannitol	l	72.262970079013	0.05	0.20506234881381147	0
11	Mannitol	l	72.0924470222478	2795.358	0.03185269362123222	0
12	Mannitol	l	71.91756727513885	5536.862	1.598454076656708e-06	0
13	Mannitol	l	72.00894297867868	2046.0789	0.03293002277661117	0
14	Mannitol	l	71.80026082850648	1891.1315	0.036330124841839506	0
15	Mannitol	l	71.88408928310685	1241.8271	0.044458216847317544	0
16	Mannitol	l	65.95856286248514	5357.078	0.030540583051418935	0
17	Mannitol	l	65.68647088054229	4925.716	0.031662142240719504	0
