ID_189,ID_189,S-adenosyl-L-homocysteine homocysteinylribohydrolase,S-Adenosyl-homocysteine + H2O=>Adenine + S-Ribosylhomocysteine,CD630_26110,MTA/SAH nucleosidase (5'-methylthioadenosine nucleosidase) (S-adenosylhomocysteine nucleosidase),5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
ID_127,ID_127,methylthioadenosine methylthioribohydrolase,H2O + M-m5tade-c_c0=>Adenine + 5-Methylthio-D-ribose,CD630_26110,MTA/SAH nucleosidase (5'-methylthioadenosine nucleosidase) (S-adenosylhomocysteine nucleosidase),5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
ID_94,ID_94,cystathionine beta-lyase,Cystathionine + H2O=>Homocysteine + NH3 + Pyruvate,CD630_30290 or CD630_24840 or CD630_26960 or CD630_27330,putative pyridoxal phosphate-dependent transferase,Cystathionine beta-lyase (EC 4.4.1.8)
ID_149,ID_149,"6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase",ABEE + 6-hydroxymethyl dihydropterin=>Dihydropteroate + PPi,CD630_14500,Dihydropteroate synthase,Dihydropteroate synthase (EC 2.5.1.15)
ID_495,ID_495,4-amino-4-deoxychorismate synthase,Chorismate + L-Glutamine=>ADC + L-Glutamate,CD630_14450 and CD630_14460,Para-aminobenzoate synthase component I,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)"
ID_75,ID_75,dihydrofolate synthase,Dihydropteroate + ATP + L-Glutamate=>M-78dhfmg-c_c0 + ADP + Phosphate,CD630_32530,Folylpolyglutamate synthase,Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)
ID_438,ID_438,4-amino-4-deoxychorismate pyruvate-lyase,ADC=>ABEE + Pyruvate,CD630_12260 or CD630_14470,putative aminodeoxychorismate lyase,Murein endolytic transglycosylase MltG
ID_104,ID_104,D-aminocylase,M-4abg-c_c0 + H2O + H+=>ABEE + D-Glutamate,CD630_28590 or CD630_31820,putative D-aminoacylase,N-acyl-D-amino-acid deacylase (EC 3.5.1.81)
ID_344,ID_344,dihydropteroate synthase,ABEE + 2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate=>Dihydropteroate + PPi,CD630_14500,Dihydropteroate synthase,Dihydropteroate synthase (EC 2.5.1.15)
ID_524,ID_524,"GTP 7,8-8,9-dihydrolase","GTP + H2O=>7,8-Dihydroneopterin 3'-triphosphate + Formate",CD630_14490,GTP cyclohydrolase 1 (GTP cyclohydrolase I) (GTP-CH-I),GTP cyclohydrolase I (EC 3.5.4.16) type 1
ID_172,ID_172,dihydroneopterin aldolase,Dihydroneopterin=>6-hydroxymethyl dihydropterin + Glycolaldehyde,CD630_14510,Dihydroneopterin aldolase,Dihydroneopterin aldolase (EC 4.1.2.25)
ID_219,ID_219,1-phosphofructokinase,"M-fru1p-c_c0 + ATP=>beta-D-Fructose 1,6-bisphosphate + ADP",CD630_22700,Fructose 1-phosphate kinase,1-phosphofructokinase (EC 2.7.1.56)
ID_545,ID_545,UTP:D-fructose-6-phosphate 1-phosphotransferase,"M-fru6p-c_c0 + UTP=>beta-D-Fructose 1,6-bisphosphate + UDP",CD630_31100 or CD630_33950,6-phosphofructokinase (Phosphofructokinase) (Phosphohexokinase),6-phosphofructokinase (EC 2.7.1.11)
ID_610,ID_610,ATP:D-hexose 6 phosphotransferase alpha galactose,ATP + alpha-D-Galactose=>6-Phospho-D-galactose + ADP,CD630_22360,"putative glucokinase, ROK family",N-acetylmannosamine kinase (EC 2.7.1.60)
ID_253,ID_253,ATP:D-hexose 6 phosphotransferase mannose,alpha-D-Mannose + ATP=>ADP + D-mannose-6-phosphate,CD630_22360,"putative glucokinase, ROK family",N-acetylmannosamine kinase (EC 2.7.1.60)
ID_276,ID_276,fructose-bisphosphatase,"beta-D-Fructose 1,6-bisphosphate + H2O=>M-fru6p-c_c0 + Phosphate",CD630_11910,"Fructose-1,6-bisphosphatase","Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)"
ID_567,ID_567,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase,M-glyald3p-c_c0 + M-shl7p-c_c0=>M-et4p-c_c0 + M-fru6p-c_c0,CD630_23290 or CD630_21100 or CD630_31060,Transaldolase,Transaldolase (EC 2.2.1.2)
ID_302,ID_302,ATP:D-hexose 6 phosphotransferase beta galactose,beta D-Galactose + ATP=>ADP + 6-Phospho-D-galactose,CD630_22360,"putative glucokinase, ROK family",N-acetylmannosamine kinase (EC 2.7.1.60)
ID_290,ID_290,ITP:D-fructose-6-phosphate 1-phosphotransferase,"M-fru6p-c_c0 + ITP=>beta-D-Fructose 1,6-bisphosphate + IDP",CD630_31100 or CD630_33950,6-phosphofructokinase (Phosphofructokinase) (Phosphohexokinase),6-phosphofructokinase (EC 2.7.1.11)
ID_613,ID_613,ATP:sedoheptulose-7-phosphate 1-phosphotransferase,"ATP + M-shl7p-c_c0=>ADP + Sedoheptulose 1,7-bisphosphate",CD630_31100 or CD630_33950,6-phosphofructokinase (Phosphofructokinase) (Phosphohexokinase),6-phosphofructokinase (EC 2.7.1.11)
ID_649,ID_649,mannose-6-phosphate isomerase,D-mannose-6-phosphate=>M-fru6p-c_c0,CD630_24910,Mannose-6-phosphate isomerase (Phosphomannose isomerase) (PMI) (Phosphohexomutase),Mannose-6-phosphate isomerase (EC 5.3.1.8)
ID_676,ID_676,sorbitol dehydrogenase,Sorbitol + NAD=>D-Fructose + H+ + NADH,CD630_04900 or CD630_23230 or CD630_25160,L-asparaginase,L-asparaginase (EC 3.5.1.1)
ID_527,ID_527,CTP:D-fructose-6-phosphate 1-phosphotransferase,"CTP + M-fru6p-c_c0=>CDP + beta-D-Fructose 1,6-bisphosphate",CD630_31100 or CD630_33950,6-phosphofructokinase (Phosphofructokinase) (Phosphohexokinase),6-phosphofructokinase (EC 2.7.1.11)
ID_297,ID_297,ATP:D-fructose-6-phosphate 1-phosphotransferase,"ATP + M-fru6p-c_c0=>ADP + beta-D-Fructose 1,6-bisphosphate",CD630_31100 or CD630_33950,6-phosphofructokinase (Phosphofructokinase) (Phosphohexokinase),6-phosphofructokinase (EC 2.7.1.11)
ID_491,ID_491,CTP:tagatose-6-phosphate 1-phosphotransferase,"CTP + D-Tagatose 6-phosphate=>CDP + D-Tagatose 1,6-biphosphate",CD630_33950 or CD630_31100,6-phosphofructokinase (Phosphofructokinase) (Phosphohexokinase),6-phosphofructokinase (EC 2.7.1.11)
ID_255,ID_255,D-glucose 1-phosphate 1-epimerase,Glucose-1-phosphate=>beta-D-Glucose 1-phosphate,CD630_15770 or CD630_27800,Alpha-phosphoglucomutase,Phosphomannomutase (EC 5.4.2.8)
ID_480,ID_480,UTP:tagatose-6-phosphate 1-phosphotransferase,"D-Tagatose 6-phosphate + UTP=>D-Tagatose 1,6-biphosphate + UDP",CD630_33950 or CD630_31100,6-phosphofructokinase (Phosphofructokinase) (Phosphohexokinase),6-phosphofructokinase (EC 2.7.1.11)
ID_633,ID_633,galactose-6-phosphate isomerase,6-Phospho-D-galactose=>D-Tagatose 6-phosphate,CD630_23200 and CD630_34800,Ribose-5-phosphate isomerase 2,Ribose-5-phosphate isomerase B (EC 5.3.1.6)
ID_751,ID_751,Glycine dehydrogenase (aminomethyl-transferring),M-hgcvpllys-c_c0 + Glycine=>M-hpsamdhllys-c_c0 + CO2,CD630_16570 and CD630_16580,Glycine decarboxylase,Glycine dehydrogenase
ID_283,ID_283,phosphoserine phosphatase,phosphoserine + H2O=>Phosphate + L-Serine,CD630_02410 or CD630_03090,"putative hydrolase, HAD superfamily, subfamily IB",Phosphoserine phosphatase (EC 3.1.3.3)
ID_494,ID_494,aspartate kinase,L-Aspartate + ATP=>ADP + 4-Phospho-L-aspartate,CD630_13220 or CD630_20540 or CD630_26270,Aspartokinase 1 (Aspartokinase I) (1spartate kinase I),Aspartokinase (EC 2.7.2.4)
ID_625,ID_625,L-threonine:NAD+ oxidoreductase,NAD + L-Threonine=>2-Amino-acetoacetate + H+ + NADH,CD630_17920,putative L-threonine 3-dehydrogenase,L-threonine 3-dehydrogenase (EC 1.1.1.103)
ID_536,ID_536,L-cysteinylglycine dipeptidase,Cys-Gly + H2O=>L-Cysteine + Glycine,CD630_07080 or CD630_13000,"Peptidase D, aminoacyl-histidine dipeptidase",Cytosol nonspecific dipeptidase (EC 3.4.13.18)
ID_330,ID_330,L-threonine dehydratase,L-Threonine=>2-Oxobutyrate + NH3,CD630_25140,Threonine dehydratase II,"Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)"
ID_143,ID_143,glycine hydroxymethyltransferase,L-Serine + Tetrahydrofolate=>5-10-Methylenetetrahydrofolate + Glycine + H2O,CD630_27260 or CD630_28340,Serine hydroxymethyltransferase,Serine hydroxymethyltransferase (EC 2.1.2.1)
ID_609,ID_609,glycerate kinase,M-glyc-c_c0 + ATP=>3-Phosphoglycerate + ADP,CD630_30840,Glycerate kinase,Glycerate kinase (EC 2.7.1.31)
ID_52,ID_52,aspartate-semialdehyde dehydrogenase,4-Phospho-L-aspartate + H+ + NADPH=>L-Aspartate4-semialdehyde + NADP + Phosphate,CD630_32240,Aspartate-semialdehyde dehydrogenase,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
ID_393,ID_393,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) NADP,"1,3-Bisphospho-D-glycerate + H+ + NADPH=>M-glyald3p-c_c0 + NADP + Phosphate",CD630_31740 or CD630_17670,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH),NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
ID_55,ID_55,alpha-D-glucose 6-phosphate ketol-isomerase,D-glucose-6-phosphate=>M-fru6p-c_c0,CD630_32850,Glucose-6-phosphate isomerase (GPI) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),Glucose-6-phosphate isomerase (EC 5.3.1.9)
ID_401,ID_401,phosphoglucomutase,D-glucose-6-phosphate=>Glucose-1-phosphate,CD630_15770 or CD630_23180 or CD630_27800,Alpha-phosphoglucomutase,Phosphomannomutase (EC 5.4.2.8)
ID_221,ID_221,dihydrolipoamide dehydrogenase,M-hgcvpdhllys-c_c0 + NAD=>H+ + M-hgcvpllys-c_c0 + NADH,CD630_07230 and CD630_00390,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, dihydrolipoyl dehydrogenase subunit",Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
ID_53,ID_53,pyruvate:ferredoxin oxidoreductase,CoA + Oxidizedferredoxin + Pyruvate=>Acetyl-CoA + CO2 + Reducedferredoxin + H+,CD630_01180 and CD630_21990 and CD630_21980,"putative ferredoxin/flavodoxin oxidoreductase,gamma subunit","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.-)"
ID_179,ID_179,phosphoglycerate mutase,2-Phospho-D-glycerate=>3-Phosphoglycerate,CD630_31710 or CD630_18140,putative phosphoglycerate mutase,Phosphoglycerate mutase (EC 5.4.2.11)
ID_414,ID_414,ATP:alpha-D-glucose 6-phosphotransferase,ATP + D-Glucose=>ADP + D-glucose-6-phosphate,CD630_24590 or CD630_22360,"putative glucokinase, ROK family",N-acetylmannosamine kinase (EC 2.7.1.60)
ID_621,ID_621,beta-D-glucose 6-phosphate ketol-isomerase,M-fru6p-c_c0=>M-glc6p-c_c0,CD630_32850,Glucose-6-phosphate isomerase (GPI) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),Glucose-6-phosphate isomerase (EC 5.3.1.9)
ID_285,ID_285,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),"1,3-Bisphospho-D-glycerate + H+ + NADH=>M-glyald3p-c_c0 + NAD + Phosphate",CD630_31740 or CD630_17670,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH),NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
ID_233,ID_233,phosphoglycerate kinase,"3-Phosphoglycerate + ATP=>1,3-Bisphospho-D-glycerate + ADP",CD630_31730,Phosphoglycerate kinase,Phosphoglycerate kinase (EC 2.7.2.3)
ID_657,ID_657,ATP:beta-D-glucose 6-phosphotransferase,ATP + beta-D-Glucose=>ADP + M-glc6p-c_c0,CD630_24590 or CD630_22360,"putative glucokinase, ROK family",N-acetylmannosamine kinase (EC 2.7.1.60)
ID_596,ID_596,triose-phosphate isomerase,M-glyald3p-c_c0=>Glycerone-phosphate,CD630_31720,Triosephosphate isomerase (TIM) (Triose-phosphate isomerase),Triosephosphate isomerase (EC 5.3.1.1)
ID_391,ID_391,phosphopyruvate hydratase,H2O + Phosphoenolpyruvate=>2-Phospho-D-glycerate,CD630_31700,Enolase (2-phosphoglycerate dehydratase) (2-phospho-D-glycerate hydro-lyase),Enolase (EC 4.2.1.11)
ID_383,ID_383,ethanol dehydrogenase,Ethanol + NAD=>Acetaldehyde + H+ + NADH,CD630_03340 or CD630_30060 or CD630_29660,Aldehyde-alcohol dehydrogenase,Acetaldehyde dehydrogenase (EC 1.2.1.10) / Alcohol dehydrogenase (EC 1.1.1.1)
ID_252,ID_252,ATP:pyruvate 2-O-phosphotransferase,ADP + Phosphoenolpyruvate=>ATP + Pyruvate,CD630_33940,Pyruvate kinase (PK),Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain
ID_374,ID_374,glycine cleavage,Glycine + NAD + Tetrahydrofolate=>5-10-Methylenetetrahydrofolate + CO2 + H+ + NADH + NH3,CD630_16570 and CD630_07290,Glycine cleavage system H protein,Glycine cleavage system H protein
ID_90,ID_90,formate dehydrogenase,CO2 + H+ + NADH=>Formate + NAD,CD630_33170 or CD630_21790 or CD630_07690,putative oxidoreductase subunit,"Oxidoreductase, molybdopterin-binding"
ID_230,ID_230,glycine oxidase,Iminoglycine + H2O=>Glyoxalate + NH3,CD630_28680,putative oxidoreductase,FIG00515160: hypothetical protein
ID_215,ID_215,phosphoribosyl-ATP diphosphatase,Phosphoribosyl-ATP + H2O=>Phosphoribosyl-AMP + PPi,CD630_15540 or CD630_34970,Bifunctional protein [Includes: Tetrapyrrole methylase; NTP pyrophosphohydrolase MazG,possible tetrapyrrole methyltransferase domain / Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)
ID_76,ID_76,histidinol-phosphatase,L-histidinol-phosphate + H2O=>L-Histidinol + Phosphate,CD630_07370 or CD630_10690,"putative histidinol phosphatase/hydrolase, PHP family",Histidinol-phosphatase-related protein
ID_31,ID_31,acyl-CoA dehydrogenase,M-isocaprecoa-c_c0 + H+ + NADH=>M-isocapcoa-c_c0 + NAD,CD630_03990,"Acyl-CoA dehydrogenase, short-chain specific","Electron-bifurcating caffeyl-CoA reductase-Etf complex, caffeyl-CoA reductase subunit"
ID_605,ID_605,2-hydroxyisocaproate CoA transferase,M-2hisocap-c_c0 + CoA=>(R)-2-hydroxyisocaproyl-CoA + H2O,CD630_03950,Isocaprenoyl-CoA:2-hydroxyisocaproate CoA-transferase,Hydroxyproline dehydratase putative
ID_382,ID_382,2-hydroxyisocaproyl-CoA dehydratase,(R)-2-hydroxyisocaproyl-CoA=>H2O + M-isocaprecoa-c_c0,CD630_03960 and CD630_03970 and CD630_03980,Subunit of oxygen-sensitive 2-hydroxyisocaproyl-CoA dehydratase C,"2-hydroxyglutaryl-CoA dehydratase, D-component HgdB"
ID_685,ID_685,2-hydroxyisocaproate dehydrogenase,4MOP + H+ + NADH=>M-2hisocap-c_c0 + NAD,CD630_03940,D-lactate dehydrogenase,D-lactate dehydrogenase (EC 1.1.1.28)
ID_20,ID_20,Isocaprenoyl-CoA CoA transferase,H2O + M-isocapcoa-c_c0=>M-isocap-c_c0 + CoA + H+,CD630_03950,Isocaprenoyl-CoA:2-hydroxyisocaproate CoA-transferase,Hydroxyproline dehydratase putative
ID_550,ID_550,dihydrodipicolinate synthase,"L-Aspartate4-semialdehyde + Pyruvate=>(4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate + H2O",CD630_30000 or CD630_32230 or CD630_32250 or CD630_36270,Dihydrodipicolinate synthase 2,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
ID_dihydrodipicsyn,ID_dihydrodipicsyn,R_ID_dihydrodipicsyn,L-Aspartate4-semialdehyde + Pyruvate=>M-2345thd-c_c0 + H2O + H+,CD630_30000 or CD630_32230 or CD630_32250 or CD630_36270,Dihydrodipicolinate synthase 2,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
ID_686,ID_686,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-2,6-diaminoheptanedioate ligase","ATP + meso-2,6-Diaminopimelate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate=>M-udpamagdap-c_c0 + ADP + Phosphate",CD630_26640,UDP-N-acetylmuramyl-tripeptide synthetase,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)"
ID_115,ID_115,diaminopimelate epimerase,"LL-2,6-Diaminopimelate=>meso-2,6-Diaminopimelate",CD630_25900,Diaminopimelate epimerase (DAP epimerase),Diaminopimelate epimerase (EC 5.1.1.7)
ID_120,ID_120,dihydrodipicolinate reductase (NADP+),"(4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate + H+ + NADPH=>M-2345thd-c_c0 + H2O + NADP",CD630_32260 or CD630_32290,Dihydrodipicolinate reductase 1 (DHPR 1),4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)
ID_701,ID_701,dihydrodipicolinate reductase (NAD+),"(4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate + H+ + NADH=>M-2345thd-c_c0 + NAD",CD630_32260 or CD630_32290,Dihydrodipicolinate reductase 1 (DHPR 1),4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)
ID_652,ID_652,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",M-2345thd-c_c0 + H2O + Succinyl-CoA=>N-Succinyl-L-2-amino-6-oxopimelate + CoA,CD630_32270,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89)"
ID_479,ID_479,diaminopimelate decarboxylase,"meso-2,6-Diaminopimelate=>CO2 + L-Lysine",CD630_20530 or CD630_18080,Diaminopimelate decarboxylase,Diaminopimelate decarboxylase (EC 4.1.1.20)
ID_434,ID_434,"L-lysine 2,3-aminomutase",L-Lysine=>L-beta-Lysine,CD630_22520,"L-lysine 2,3-aminomutase (KAM) (LAM)","Glutamate 2,3-aminomutase (EC 5.4.3.9)"
ID_531,ID_531,N-Ribosylnicotinamide:orthophosphate ribosyltransferase,N-Ribosylnicotinamide + Phosphate=>H+ + Nicotinamide + Ribose 1-phosphate,CD630_12240,Purine nucleoside phosphorylase,Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
ID_551,ID_551,nicotinamide-nucleotide adenylyltransferase (NAD+ forming),ATP + H+ + Nicotinamide ribonucleotide=>NAD + PPi,CD630_25240,Nicotinate-nucleotide adenylyltransferase,Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
ID_218,ID_218,deamino-NAD+:ammonia ligase,M-nacaddn-c_c0 + ATP + NH3=>AMP + NAD + PPi,CD630_07940,NH3-dependent NAD(+) synthetase,NAD synthetase (EC 6.3.1.5)
ID_27,ID_27,nicotinamide-nucleotide adenylyltransferase,"3-pyridinecarboxylic acid, mononucleotide + ATP=>M-nacaddn-c_c0 + PPi",CD630_25240,Nicotinate-nucleotide adenylyltransferase,Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
ID_58,ID_58,N-ribosylnicotinamide ribohydrolase,H2O + N-Ribosylnicotinamide=>H+ + Nicotinamide + D-Ribose,CD630_16820,"putative nucleoside hydrolase, IUNH family",preQ1-regulated inosine-uridine nucleoside hydrolase (EC 3.2.2.1)
ID_313,ID_313,NAD+ synthase (glutamine-hydrolysing),ATP + L-Glutamine + H2O + M-nacaddn-c_c0=>AMP + L-Glutamate + NAD + PPi,CD630_07940,NH3-dependent NAD(+) synthetase,NAD synthetase (EC 6.3.1.5)
ID_262,ID_262,nicotinate mononucleotide:diphosphate phosphoribosyltransferase,"PRPP + ATP + H2O + H+ + Niacin=>ADP + 3-pyridinecarboxylic acid, mononucleotide + Phosphate + PPi",CD630_35430,putative nicotinate phosphribosyltransferase,Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
ID_415,ID_415,NAD+ kinase,ATP + NAD=>ADP + NADP,CD630_10490,Inorganic polyphosphate/ATP-NAD kinase (Poly(P)/ATP NAD kinase),NAD kinase (EC 2.7.1.23)
ID_697,ID_697,"5,10-Methenyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase",5-10-Methenyltetrahydrofolate + GAR + H2O=>N-Formyl-GAR + H+ + Tetrahydrofolate,CD630_02220,Phosphoribosylglycinamide formyltransferase,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)
ID_482,ID_482,5-formiminotetrahydrofolate ammonia-lyase,5-Formiminotetrahydrofolate + H+=>5-10-Methenyltetrahydrofolate + NH3,CD630_07190,"Methenyltetrahydrofolate cyclohydrolase (5,10-methenyltetrahydrofolate 5-hydrolase)",Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)
ID_591,ID_591,tetrahydrofolate:NADP+ oxidoreductase,M-78dhfmg-c_c0 + H+ + NADPH=>NADP + Tetrahydrofolate,CD630_25770,3-oxoacyl-[acyl-carrier-protein,"Oxidoreductase, short-chain dehydrogenase/reductase family"
ID_723,ID_723,methylenetetrahydrofolate reductase (ferredoxin),5-10-Methylenetetrahydrofolate + Reducedferredoxin + H+=>5-Methyltetrahydrofolate + Oxidizedferredoxin,CD630_07220,"5,10-methylenetetrahydrofolate reductase","5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"
ID_758,ID_758,"5,10-Methenyltetrahydrofolate aminomethyltransferase",5-10-Methenyltetrahydrofolate + H2O=>5-Formyltetrahydrofolate + H+,CD630_27260 or CD630_28340,Serine hydroxymethyltransferase,Serine hydroxymethyltransferase (EC 2.1.2.1)
ID_342,ID_342,5-methyltetrahydrofolate:NAD+ oxidoreductase,5-10-Methylenetetrahydrofolate + H+ + NADH=>5-Methyltetrahydrofolate + NAD,CD630_07220,"5,10-methylenetetrahydrofolate reductase","5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"
ID_145,ID_145,"5,10-methenyltetrahydrofolate 5-hydrolase (decyclizing)",10-Formyltetrahydrofolate + H+=>5-10-Methenyltetrahydrofolate + H2O,CD630_07190,"Methenyltetrahydrofolate cyclohydrolase (5,10-methenyltetrahydrofolate 5-hydrolase)",Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)
ID_123,ID_123,methylenetetrahydrofolate dehydrogenase (NAD+),5-10-Methylenetetrahydrofolate + NAD=>5-10-Methenyltetrahydrofolate + NADH,CD630_07200,Bifunctional protein folD [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase,Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
ID_483,ID_483,5-methyltetrahydrofolate:corrinoid Co-methyltransferase,M-fes-c_c0 + 5-Methyltetrahydrofolate + H+=>M-fesm-c_c0 + Tetrahydrofolate,CD630_07270,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, methyltransferase subunit",5-methyltetrahydrofolate:corrinoid/iron-sulfur protein Co-methyltransferase (EC 2.1.1.258)
ID_499,ID_499,methylenetetrahydrofolate dehydrogenase (NADP+),5-10-Methylenetetrahydrofolate + NADP=>5-10-Methenyltetrahydrofolate + NADPH,CD630_07200,Bifunctional protein folD [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase,Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
ID_597,ID_597,aminomethyltransferase (H-Gcv-protein),M-hpsamdhllys-c_c0 + Tetrahydrofolate=>5-10-Methylenetetrahydrofolate + M-hgcvpdhllys-c_c0 + NH3,CD630_16570,Bi-functional glycine dehydrogenase/aminomethyl transferase protein,Glycine dehydrogenase
ID_623,ID_623,formate:tetrahydrofolate ligase (ADP-forming),ATP + Formate + Tetrahydrofolate=>10-Formyltetrahydrofolate + ADP + Phosphate,CD630_07180,Formate--tetrahydrofolate ligase (Formyltetrahydrofolate synthetase) (FHS) (FTHFS),Formate--tetrahydrofolate ligase (EC 6.3.4.3)
ID_427,ID_427,NADH:ubiquinol-8 oxidoreductase,NAD + Ubiquinol-8=>H+ + NADH + Ubiquinone-8,CD630_34050 and CD630_34060 and CD630_34070,"putative iron-only hydrogenase, catalytic subunit HymC-like",Periplasmic
ID_378,ID_378,carbon dioxide:ferredoxin oxidoreductase,CO2 + Reducedferredoxin + H+=>CO + Oxidizedferredoxin + H2O,CD630_07170 or CD630_07240 or CD630_07250 or CD630_07260 or CD630_07270,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, methyltransferase subunit",5-methyltetrahydrofolate:corrinoid/iron-sulfur protein Co-methyltransferase (EC 2.1.1.258)
ID_244,ID_244,ferredoxin-NADP+ reductase,Reducedferredoxin + H+ + NADP=>Oxidizedferredoxin + NADPH,CD630_15360,Ferredoxin--NADP(+) reductase subunit alpha,NADH-dependent reduced ferredoxin:NADP+ oxidoreductase subunit A
ID_648,ID_648,hydrogen:ferredoxin oxidoreductase,Reducedferredoxin + H+=>Oxidizedferredoxin + H2,CD630_33140 or CD630_32580 or CD630_08930 or CD630_08940,Iron hydrogenase,Periplasmic
ID_316,ID_316,carbon dioxide reductase,CO2 + H+ + NADPH=>Formate + NADP,CD630_07690 or CD630_21790,putative oxidoreductase subunit,"Oxidoreductase, molybdopterin-binding"
Trans_celb,Trans_celb,cellobiose transport phosphotranferase,CELB [e0] + Phosphoenolpyruvate=>cellobiose 6-phoshate + Pyruvate,(CD630_01350 and CD630_01360 and CD630_01370) or (CD630_08630 and CD630_08620 and CD630_08610) or (CD630_28800 and CD630_28830 and CD630_28840) or (CD630_30800 and CD630_30490 and CD630_30480) or (CD630_30800 and CD630_30810 and CD630_30820),"PTS system, cellobiose-specific IIC component","PTS system, cellobiose-specific IIC component"
ID_420,ID_420,3-methyl-2-oxobutanoate hydroxymethyltransferase,M-2oiv-c_c0 + 5-10-Methylenetetrahydrofolate + H2O=>2-Dehydropantoate + Tetrahydrofolate,CD630_15130,Ketopantoate hydroxymethyltransferase,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
ID_296,ID_296,2-dehydropantoate formaldehyde-lyase,2-Dehydropantoate=>M-2oiv-c_c0 + Formaldehyde,CD630_15130,Ketopantoate hydroxymethyltransferase,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
