ID_139,ID_139,phosphopantothenoylcysteine decarboxylase,(R)-4'-Phosphopantothenoyl-L-cysteine=>Phosphopantetheine + CO2,CD630_25870,Coenzyme A biosynthesis bifunctional protein CoaBC; phosphopantothenoylcysteine synthetase/decarboxylase,Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
ID_464,ID_464,D-4'-phosphopantothenate:L-cysteine ligase,4-phosphopantothenate + ATP + L-Cysteine=>(R)-4'-Phosphopantothenoyl-L-cysteine + AMP + PPi,CD630_25870,Coenzyme A biosynthesis bifunctional protein CoaBC; phosphopantothenoylcysteine synthetase/decarboxylase,Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
ID_570,ID_570,pantothenate kinase,ATP + PAN=>4-phosphopantothenate + ADP,CD630_35550,Type III pantothenate kinase (Pantothenic acid kinase) (PanK-III),"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)"
ID_34,ID_34,holo-[acyl-carrier-protein] synthase,M-aacp-c_c0 + CoA=>M-hacp-c_c0 + Adenosine 3-5-bisphosphate,CD630_34660,Holo-[acyl-carrier-protein,Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)
ID_515,ID_515,phosphopantothenate-cysteine ligase,4-phosphopantothenate + CTP + L-Cysteine=>(R)-4'-Phosphopantothenoyl-L-cysteine + CMP + PPi,CD630_25870,Coenzyme A biosynthesis bifunctional protein CoaBC; phosphopantothenoylcysteine synthetase/decarboxylase,Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
ID_125,ID_125,ATP:pantetheine 4'-phosphotransferase,ATP + Pantetheine=>Phosphopantetheine + ADP,CD630_35550,Type III pantothenate kinase (Pantothenic acid kinase) (PanK-III),"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)"
ID_85,ID_85,ATP:N-((R)-pantothenoyl)-L-cysteine 4-phosphotransferase,ATP + N-Pantothenoylcysteine=>(R)-4'-Phosphopantothenoyl-L-cysteine + ADP,CD630_35550,Type III pantothenate kinase (Pantothenic acid kinase) (PanK-III),"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)"
ID_663,ID_663,malonyl CoA-acyl carrier protein transacylase,H+ + M-hacp-c_c0 + Malonyl-CoA=>M-malacp-c_c0 + CoA,CD630_11810,Malonyl CoA-acyl carrier protein transacylase (MCT),Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
ID_644,ID_644,pantetheine-phosphate adenylyltransferase,Phosphopantetheine + ATP=>Dephospho-CoA + PPi,CD630_25580,Phosphopantetheine adenylyltransferase (Pantetheine-phosphate adenylyltransferase),Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
ID_398,ID_398,UTP-glucose-1-phosphate uridylyltransferase,Glucose-1-phosphate + UTP=>PPi + UDP-glucose,CD630_27150 or CD630_34880,UTP--glucose-1-phosphate uridylyltransferase,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
ID_368,ID_368,D-erythrose-4-phosphate:D-xylulose-5-phosphate glycolaldehyde transferase,M-et4p-c_c0 + D-Xylulose5-phosphate=>M-fru6p-c_c0 + M-glyald3p-c_c0,CD630_23210 or CD630_23220 or CD630_34600 or CD630_34590,"Transketolase, pyridine binding subunit","Transketolase, C-terminal section (EC 2.2.1.1)"
ID_629,ID_629,ribulose-phosphate 3-epimerase,M-rl5p-c_c0=>D-Xylulose5-phosphate,CD630_23190 or CD630_31090 or CD630_25750,Ribulose-phosphate 3-epimerase (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E),Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
ID_513,ID_513,ribose-phosphate diphosphokinase,ATP + ribose-5-phosphate=>PRPP + AMP,CD630_35140,Ribose-phosphate pyrophosphokinase,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
ID_424,ID_424,ribose-5-phosphate isomerase,M-rl5p-c_c0=>ribose-5-phosphate,CD630_23200 and CD630_34800,Ribose-5-phosphate isomerase 2,Ribose-5-phosphate isomerase B (EC 5.3.1.6)
ID_160,ID_160,"D-ribose 1,5-phosphomutase",Ribose 1-phosphate=>ribose-5-phosphate,CD630_12230,Phosphopentomutase (Phosphodeoxyribomutase),Phosphopentomutase (EC 5.4.2.7)
ID_73,ID_73,"sedoheptulose 1,7-bisphosphate 1-phosphohydrolase","H2O + Sedoheptulose 1,7-bisphosphate=>Phosphate + M-shl7p-c_c0",CD630_11910,"Fructose-1,6-bisphosphatase","Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)"
ID_307,ID_307,ATP:(D)-glycerate 2-phosphotransferase,ATP + M-glyc-c_c0=>2-Phospho-D-glycerate + ADP,CD630_30840,Glycerate kinase,Glycerate kinase (EC 2.7.1.31)
ID_312,ID_312,6-phosphogluconolactonase,6-phospho-D-glucono-1-5-lactone + H2O=>6-Phospho-D-gluconate,CD630_10110,Glucosamine-6-phosphate deaminase,Glucosamine-6-phosphate deaminase (EC 3.5.99.6)
ID_577,ID_577,transketolase,ribose-5-phosphate + D-Xylulose5-phosphate=>M-glyald3p-c_c0 + M-shl7p-c_c0,CD630_23220 or CD630_23220' or CD630_34600 or CD630_34590,"Transketolase, pyridine binding subunit","Transketolase, C-terminal section (EC 2.2.1.1)"
ID_490,ID_490,phosphopentomutase,M-2drib1p-c_c0=>M-2drib5p-c_c0,CD630_12230,Phosphopentomutase (Phosphodeoxyribomutase),Phosphopentomutase (EC 5.4.2.7)
ID_397,ID_397,deoxyribose-phosphate aldolase,M-2drib5p-c_c0=>Acetaldehyde + M-glyald3p-c_c0,CD630_15020,Deoxyribose-phosphate aldolase (Phosphodeoxyriboaldolase) (Deoxyriboaldolase) (DERA),Deoxyribose-phosphate aldolase (EC 4.1.2.4)
ID_79,ID_79,3-dehydroquinate dehydratase,5-Dehydroquinate=>3-Dehydroshikimate + H2O,CD630_22170 or CD630_20200 or CD630_36410,Chaperone protein,Chaperone protein ClpB (ATP-dependent unfoldase)
ID_476,ID_476,phenylalanine:2-oxoglutarate aminotransferase,2-Oxoglutarate + L-Phenylalanine=>L-Glutamate + Phenylpyruvate,CD630_23820,putative pyridoxal phosphate-dependent transferase,Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aspartate aminotransferase (EC 2.6.1.1)
ID_166,ID_166,3-deoxy-7-phosphoheptulonate synthase,M-et4p-c_c0 + H2O + Phosphoenolpyruvate=>DAHP + Phosphate,CD630_14530 or CD630_18320,Phospho-2-dehydro-3-deoxyheptonate aldolase,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)
ID_19,ID_19,2-oxoadipate dehydrogenase complex,2-Oxoadipate + CoA + NAD=>Glutaryl-CoA + CO2 + H+ + NADH,CD630_07230 and CD630_00390,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, dihydrolipoyl dehydrogenase subunit",Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
ID_492,ID_492,acetaldehyde:NAD+ oxidoreductase (CoA-acylating),Acetaldehyde + CoA + NAD=>Acetyl-CoA + H+ + NADH,CD630_03340 or CD630_19170 or CD630_29660,Aldehyde-alcohol dehydrogenase,Acetaldehyde dehydrogenase (EC 1.2.1.10) / Alcohol dehydrogenase (EC 1.1.1.1)
ID_303,ID_303,Phosphonoacetate phosphonohydrolase,Fosfonet + H2O=>Acetate + Phosphate,CD630_36220,"conserved hypothetical protein, PhnA family",Protein PhnA
ID_263,ID_263,ribonucleotide-reductase (ATP),ATP + FMNH2=>dATP + FMN + H2O,CD630_01080,Anaerobic ribonucleoside triphosphate reductase,"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)"
ID_706,ID_706,xanthosine ribohydrolase,H2O + Xanthosine=>D-Ribose + XAN,CD630_16820,"putative nucleoside hydrolase, IUNH family",preQ1-regulated inosine-uridine nucleoside hydrolase (EC 3.2.2.1)
ID_603,ID_603,glycine reductase,Glycine + Phosphate + trdrd=>Acetylphosphate + H2O + NH3 + trdox,(CD630_23520 and CD630_23540 and CD630_23480) or (CD630_23490 and CD630_23510 and CD630_23570),Glycine reductase complex component B gamma subunit (selenocysteine),Glycine reductase component B gamma subunit (EC 1.21.4.2) @ selenocysteine-containing
ID_226,ID_226,deoxyinosine:phosphate alpha-D-ribosyltransferase,Deoxyinosine + Phosphate=>M-drin1p-c_c0 + HYXN,CD630_12240,Purine nucleoside phosphorylase,Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
ID_126,ID_126,GTP:pyruvate 2-O-phosphotransferase,GDP + Phosphoenolpyruvate=>GTP + Pyruvate,CD630_33940,Pyruvate kinase (PK),Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain
ID_26,ID_26,dGTP:pyruvate 2-O-phosphotransferase,dGTP + Pyruvate=>dGDP + Phosphoenolpyruvate,CD630_33940,Pyruvate kinase (PK),Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain
ID_350,ID_350,hypoxanthine:NAD+ oxidoreductase,H2O + HYXN + NAD=>H+ + NADH + XAN,CD630_20740 or CD630_20730 or (CD630_20790 and CD630_20800 and CD630_20810) or CD630_20870 or CD630_20880 or (CD630_20990 and CD630_21000 and CD630_21010) or CD630_31770,putative xanthine dehydrogenase,"Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4) / Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)"
ID_hypoxanribosyltran,ID_hypoxanribosyltran,R_ID_hypoxanribosyltran,PRPP + HYXN=>IMP + PPi,CD630_26910 or CD630_32310,Hypoxanthine phosphoribosyltransferase,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
ID_421,ID_421,ADP-ribose ribophosphohydrolase,AMP + ribose-5-phosphate=>ADPribose + H2O,CD630_12200,"putative hydrolase, NUDIX family",ADP-ribose pyrophosphatase (EC 3.6.1.13)
ID_683,ID_683,ATP:dGMP phosphotransferase,ATP + dGMP=>ADP + dGDP,CD630_25880,Guanylate kinase (GMP kinase),Guanylate kinase (EC 2.7.4.8)
ID_275,ID_275,XMP:diphosphate phosphoribosyltransferase,PRPP + XAN=>PPi + XMP,CD630_23300,Xanthine phosphoribosyltransferase (XPRTase),Xanthine phosphoribosyltransferase (EC 2.4.2.22)
ID_111,ID_111,adenylate kinase,AMP + ATP=>ADP,CD630_00910,Adenylate kinase,Adenylate kinase (EC 2.7.4.3)
ID_762,ID_762,ATP:deoxyguanosine 5'-phosphotransferase,ATP + Deoxyguanosine=>ADP + dGMP,CD630_25880,Guanylate kinase (GMP kinase),Guanylate kinase (EC 2.7.4.8)
ID_305,ID_305,amidophosphoribosyltransferase,PRPP + L-Glutamine + H2O=>5-Phosphoribosylamine + L-Glutamate + PPi,CD630_02200,Amidophosphoribosyltransferase,Amidophosphoribosyltransferase (EC 2.4.2.14)
ID_83,ID_83,guanosine ribohydrolase,Guanosine + H2O=>Guanine + D-Ribose,CD630_16820,"putative nucleoside hydrolase, IUNH family",preQ1-regulated inosine-uridine nucleoside hydrolase (EC 3.2.2.1)
ID_237,ID_237,GDP diphosphokinase,"ATP + GDP=>AMP + Guanosine 3',5'-bis(diphosphate)",CD630_27440 or CD630_03450,putative GTP pyrophosphokinase,GTP pyrophosphokinase (EC 2.7.6.5)
ID_733,ID_733,"guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase","H2O + Guanosine 3',5'-bis(diphosphate)=>GDP + PPi",CD630_27440 or CD630_03450,putative GTP pyrophosphokinase,GTP pyrophosphokinase (EC 2.7.6.5)
ID_392,ID_392,GMP:diphosphate phosphoribosyltransferase,PRPP + Guanine=>GMP + PPi,CD630_26910 or CD630_32310,Hypoxanthine phosphoribosyltransferase,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
ID_642,ID_642,phosphoribosylformylglycinamidine cyclo-ligase,5'-Phosphoribosylformylglycinamidine + ATP=>AIR + ADP + Phosphate,CD630_02210,Phosphoribosylformylglycinamidine cyclo-ligase,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)
ID_159,ID_159,Inosine:phosphate alpha-D-ribosyltransferase,Inosine + Phosphate=>HYXN + Ribose 1-phosphate,CD630_12240,Purine nucleoside phosphorylase,Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
ID_632,ID_632,dATP:pyruvate 2-O-phosphotransferase,dATP + Pyruvate=>dADP + Phosphoenolpyruvate,CD630_33940,Pyruvate kinase (PK),Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain
ID_406,ID_406,inosine ribohydrolase,H2O + Inosine=>HYXN + D-Ribose,CD630_16820,"putative nucleoside hydrolase, IUNH family",preQ1-regulated inosine-uridine nucleoside hydrolase (EC 3.2.2.1)
ID_100,ID_100,deoxyadenosine:phosphate alpha-D-ribosyltransferase,Deoxyadenosine + Phosphate=>Adenine + M-drin1p-c_c0,CD630_12240,Purine nucleoside phosphorylase,Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
ID_537,ID_537,deoxyadenylate kinase,ATP + dAMP=>ADP + dADP,CD630_00910,Adenylate kinase,Adenylate kinase (EC 2.7.4.3)
ID_343,ID_343,guanosine 3'-diphosphate 5'-triphosphate 5'-phosphohydrolase,"H2O + Guanosine 5'-triphosphate,3'-diphosphate=>Phosphate + Guanosine 3',5'-bis(diphosphate)",CD630_34910 or CD630_03450,putative GTP pyrophosphokinase,GTP pyrophosphokinase (EC 2.7.6.5)
ID_475,ID_475,deoxyadenosine deaminase,Deoxyadenosine + H2O=>Deoxyinosine + NH3,CD630_17470 or CD630_00150,transfer RNA specific adenosine deaminase,tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)
ID_81,ID_81,ATP:GMP phosphotransferase,ATP + GMP=>ADP + GDP,CD630_25880,Guanylate kinase (GMP kinase),Guanylate kinase (EC 2.7.4.8)
ID_148,ID_148,glycinamide ribonucleotide transformylase,GAR + ATP + Formate=>N-Formyl-GAR + ADP + Phosphate,CD630_02220,Phosphoribosylglycinamide formyltransferase,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)
ID_730,ID_730,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase,SAICAR=>M-aimzcrnt-c_c0 + Fumarate,CD630_13340,Adenylosuccinate lyase,Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)
ID_681,ID_681,Ap3A synthetase,ADP + ATP=>ApppA + PPi,CD630_35520,Lysyl-tRNA synthetase (Lysine--tRNA ligase) (LysRS),Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)
ID_274,ID_274,phosphoribosylformylglycinamidine synthase,N-Formyl-GAR + ATP + L-Glutamine + H2O=>5'-Phosphoribosylformylglycinamidine + ADP + L-Glutamate + Phosphate,CD630_02250,Phosphoribosylformylglycinamidine synthase,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)"
ID_745,ID_745,IMP:diphosphate phosphoribosyltransferase,PRPP + HYXN=>IMP + PPi,CD630_26910 or CD630_32310,Hypoxanthine phosphoribosyltransferase,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
ID_95,ID_95,deoxyguanosine:phosphate alpha-D-ribosyltransferase,Deoxyguanosine + Phosphate=>M-drin1p-c_c0 + Guanine,CD630_12240,Purine nucleoside phosphorylase,Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
ID_724,ID_724,adenosine deaminase,Adenosine + H2O=>Inosine + NH3,CD630_17470 or CD630_00150,transfer RNA specific adenosine deaminase,tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)
ID_666,ID_666,IMP cyclohydrolase,FAICAR=>H2O + IMP,CD630_02230,Bifunctional purine biosynthesis protein purH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase ; IMP cyclohydrolase,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
ID_412,ID_412,10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase,10-Formyltetrahydrofolate + GAR=>N-Formyl-GAR + Tetrahydrofolate,CD630_02220,Phosphoribosylglycinamide formyltransferase,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)
ID_168,ID_168,adenylosuccinate lyase (fumarate-forming),Adenylosuccinate=>AMP + Fumarate,CD630_13340,Adenylosuccinate lyase,Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)
ID_157,ID_157,GMP synthase (glutamine-hydrolysing),ATP + L-Glutamine + H2O + XMP=>AMP + L-Glutamate + GMP + PPi,CD630_01980,Glutamine amidotransferase,GMP synthase
ID_183,ID_183,guanine deaminase,Guanine + H2O=>NH3 + XAN,CD630_16630,Guanine deaminase (Guanase) (Guanine aminase) (Guanine aminohydrolase) (GAH),Guanine deaminase (EC 3.5.4.3)
ID_503,ID_503,phosphoribosylaminoimidazolesuccinocarboxamide synthase,5'-Phosphoribosyl-4-carboxy-5-aminoimidazole + L-Aspartate + ATP=>SAICAR + ADP + Phosphate,CD630_02190 or CD630_04890,Phosphoribosylaminoimidazole-succinocarboxamide synthase,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)
ID_595,ID_595,adenylosuccinate synthase,L-Aspartate + GTP + IMP=>Adenylosuccinate + GDP + Phosphate,CD630_36550,Adenylosuccinate synthetase (IMP--aspartate ligase) (AdSS) (AMPSase),Adenylosuccinate synthetase (EC 6.3.4.4)
ID_63,ID_63,AMP:diphosphate phosphoribosyltransferase,PRPP + Adenine=>AMP + PPi,CD630_27450 or CD630_35170,"Transcriptional regulator, Purine operon repressor",Pur operon repressor PurR
ID_170,ID_170,ribonucleotide-triphosphate reductase (GTP),FMNH2 + GTP=>dGTP + FMN + H2O,CD630_01080,Anaerobic ribonucleoside triphosphate reductase,"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)"
ID_619,ID_619,xanthosine:phosphate ribosyltransferase,Phosphate + Xanthosine=>Ribose 1-phosphate + XAN,CD630_12240,Purine nucleoside phosphorylase,Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
ID_282,ID_282,adenosine:phosphate alpha-D-ribosyltransferase,Adenosine + Phosphate=>Adenine + Ribose 1-phosphate,CD630_12240,Purine nucleoside phosphorylase,Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
ID_387,ID_387,phosphoribosylamine-glycine ligase,5-Phosphoribosylamine + ATP + Glycine=>GAR + ADP + Phosphate,CD630_02240,Phosphoribosylamine--glycine ligase,Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
ID_684,ID_684,guanosine:phosphate alpha-D-ribosyltransferase,Guanosine + Phosphate=>Guanine + Ribose 1-phosphate,CD630_12240,Purine nucleoside phosphorylase,Purine nucleoside phosphorylase (EC 2.4.2.1) @ N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
ID_118,ID_118,phosphoribosylaminoimidazole carboxylase,AIR + CO2=>5'-Phosphoribosyl-4-carboxy-5-aminoimidazole,CD630_02180,Phosphoribosylaminoimidazole carboxylase catalytic subunit,N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)
ID_195,ID_195,xanthosine 5'-phosphate:ammonia ligase,ATP + NH3 + XMP=>AMP + GMP + PPi,CD630_01980,Glutamine amidotransferase,GMP synthase
ID_673,ID_673,ATP:GTP 3'-diphosphotransferase,"ATP + GTP=>AMP + Guanosine 5'-triphosphate,3'-diphosphate",CD630_27440 or CD630_03450,putative GTP pyrophosphokinase,GTP pyrophosphokinase (EC 2.7.6.5)
ID_202,ID_202,guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase,"H2O + Guanosine 5'-triphosphate,3'-diphosphate=>GTP + PPi",CD630_27440,GTP pyrophosphokinase (RelA/SpoT),"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II"
ID_655,ID_655,adenosine ribohydrolase,Adenosine + H2O=>Adenine + D-Ribose,CD630_16820,"putative nucleoside hydrolase, IUNH family",preQ1-regulated inosine-uridine nucleoside hydrolase (EC 3.2.2.1)
ID_aspcarbtrans,ID_aspcarbtrans,R_ID_aspcarbtrans,L-Aspartate + M-cmylphosph-c_c0=>M-ncmylasp-c_c0 + H+ + Phosphate,CD630_01840,Aspartate carbamoyltransferase (Aspartate transcarbamylase) (ATCase),Aspartate carbamoyltransferase (EC 2.1.3.2)
ID_696,ID_696,dCTP:cytidine 5'-phosphotransferase,Cytidine + dCTP=>CMP + dCDP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_460,ID_460,ribonucleotide-triphosphate reductase (UTP),FMNH2 + UTP=>dUTP + FMN + H2O,CD630_01080,Anaerobic ribonucleoside triphosphate reductase,"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)"
ID_1,ID_1,phosphoenolpyruvate kinase (IDP),IDP + Phosphoenolpyruvate=>ITP + Pyruvate,CD630_33940,Pyruvate kinase (PK),Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain
ID_87,ID_87,ATP:CMP phosphotransferase,ATP + CMP=>ADP + CDP,CD630_18160,Cytidylate kinase (CK) (Cytidine monophosphate kinase) (CMP kinase),Cytidylate kinase (EC 2.7.4.25)
ID_715,ID_715,UTP:uridine 5'-phosphotransferase,Uridine + UTP=>UDP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_327,ID_327,dATP:cytidine 5'-phosphotransferase,Cytidine + dATP=>CMP + dADP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_593,ID_593,orotate phosphoribosyltransferase,PRPP + Orotate=>Orotidylic acid + PPi,CD630_01870,Orotate phosphoribosyltransferase (OPRT) (OPRTase),Orotate phosphoribosyltransferase (EC 2.4.2.10)
ID_582,ID_582,phosphoenolpyruvate kinase (CDP),CDP + Phosphoenolpyruvate=>CTP + Pyruvate,CD630_33940,Pyruvate kinase (PK),Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain
ID_641,ID_641,dCTP:uridine 5'-phosphotransferase,dCTP + Uridine=>dCDP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_600,ID_600,dGTP:cytidine 5'-phosphotransferase,Cytidine + dGTP=>CMP + dGDP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_206,ID_206,ATP:cytidine 5'-phosphotransferase,ATP + Cytidine=>ADP + CMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_102,ID_102,"5,6-Dihydrouracil amidohydrolase",Hydrouracil + H2O=>M-3uprop-c_c0,CD630_20830 or CD630_31780 or CD630_17180,D-hydantoinase (Dihydropyrimidinase),Dihydropyrimidinase (EC 3.5.2.2) @ D-hydantoinase (EC 3.5.2.2)
ID_13,ID_13,nucleoside-phosphate kinase,ATP + UMP=>ADP + UDP,CD630_21380,Uridylate kinase (UK) (Uridine monophosphate kinase) (UMP kinase) (UMPK),Uridine monophosphate kinase (EC 2.7.4.22)
ID_216,ID_216,aspartate carbamoyltransferase,L-Aspartate + M-cbp-c_c0=>M-casp-c_c0 + Phosphate,CD630_35880,Carbamoyl-phosphate synthase large chain 1,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
ID_363,ID_363,thymidine phosphorylase,Phosphate + Thymidine=>M-drin1p-c_c0 + Thymine,CD630_12250,Pyrimidine-nucleoside phosphorylase,Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
ID_628,ID_628,CTP phosphohydrolase,CTP + H2O=>CDP + Phosphate,CD630_33080,"Bifunctional enzyme, tRNA nucleotidyltransferase ; Nucleoside-triphosphatase",Ribonuclease PH (EC 2.7.7.56)
ID_614,ID_614,uridine:phosphate alpha-D-ribosyltransferase,Phosphate + Uridine=>Ribose 1-phosphate + Uracil,CD630_12250,Pyrimidine-nucleoside phosphorylase,Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
ID_579,ID_579,cytosine deaminase,Cytosine + H2O=>NH3 + Uracil,CD630_00150,transfer RNA specific adenosine deaminase,tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)
ID_505,ID_505,ATP:uridine 5'-phosphotransferase,ATP + Uridine=>ADP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_54,ID_54,hydantoinase,Dihydrothymine + H2O=>3-Ureidoisobutyrate,CD630_20830 or CD630_31780,D-hydantoinase (Dihydropyrimidinase),Dihydropyrimidinase (EC 3.5.2.2) @ D-hydantoinase (EC 3.5.2.2)
ID_299,ID_299,GTP:cytidine 5'-phosphotransferase,Cytidine + GTP=>CMP + GDP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_38,ID_38,"5,10-methylenetetrahydrofolate,NADPH:dUMP C-methyltransferase",5-10-Methylenetetrahydrofolate + dUMP + H+ + NADPH=>dTMP + NADP + Tetrahydrofolate,CD630_00540,Thymidylate synthase thyX (TS) (TSase),Thymidylate synthase ThyX (EC 2.1.1.148)
ID_377,ID_377,GTP:uridine 5'-phosphotransferase,GTP + Uridine=>GDP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_608,ID_608,pyrimidine-nucleoside phosphorylase,Cytidine + Phosphate=>Cytosine + Ribose 1-phosphate,CD630_12250,Pyrimidine-nucleoside phosphorylase,Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
ID_213,ID_213,deoxyuridine:phosphate ribosyltransferase,Deoxyuridine + Phosphate=>M-drin1p-c_c0 + Uracil,CD630_12250,Pyrimidine-nucleoside phosphorylase,Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
ID_547,ID_547,dTTP:uridine 5'-phosphotransferase,TTP + Uridine=>dTDP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_653,ID_653,ITP:cytidine 5'-phosphotransferase,Cytidine + ITP=>CMP + IDP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_5,ID_5,dTMP kinase,ATP + dTMP=>ADP + dTDP,CD630_35500,Thymidylate kinase (dTMP kinase),Thymidylate kinase (EC 2.7.4.9)
ID_667,ID_667,ITP:uridine 5'-phosphotransferase,ITP + Uridine=>IDP + UMP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
ID_441,ID_441,UTP:cytidine 5'-phosphotransferase Formate acetyltransferase-glycine dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving),Cytidine + UTP=>CMP + UDP,CD630_05570,putative uridine kinase,"Uridine kinase, type 2 (EC 2.7.1.48)"
