	cpd	cv	ppm	amp	fwhm	fwhm2
0	Bicarbonate	l	162.83296791947095	86.022064	0.015920095308672444	0
1	CO2	l	127.34830252939393	329.2652	0.019466204248061558	0
2	Glucose	l	98.90343594988701	117.47375	0.01574295867922615	0
3	Glucose	l	98.87220850417009	320.44427	0.028311537916266616	0
4	Glucose	l	98.83868469738493	155.91782	0.018803859948604895	0
5	Glucose	l	98.60363118834945	116.306465	0.010643033920615608	0
6	Glucose	l	98.56578464395102	329.05533	0.042352045218933654	0
7	Glucose	l	95.05117839002986	239.9864	0.03314605423256012	0
8	Glucose	l	94.74753628019286	267.6312	0.033269751799906544	0
9	Glucose	l	78.95918340550415	266.33832	0.023818450627373977	0
10	Glucose	l	78.90757853325528	128.09818	0.03254764312981706	0
11	Glucose	l	78.67558176143359	613.6487	0.04800855544644378	0
12	Glucose	l	78.40319774196084	472.0494	0.030860506573901603	0
13	Glucose	l	78.36289627564193	91.412415	0.01796651998205334	0
14	Glucose	l	77.3055204953665	248.29846	0.03345850705267139	0
15	Glucose	l	77.05395819673714	194.47298	0.025392745536322536	0
16	Glucose	l	77.00531108834116	242.45891	0.034734898576743944	0
17	Glucose	l	76.74712871470433	208.48952	0.030666065472786386	0
18	Glucose	l	75.90576815049548	100.47072	0.03978064845796325	0
19	Glucose	l	75.65008440485025	223.40103	0.03776373083658768	0
20	Glucose	l	75.4014666399016	141.10773	0.03867727084417538	0
21	Glucose	l	74.6163794022599	153.8813	0.03694082795990994	0
22	Glucose	l	74.48775539867134	127.627304	0.026555256299616303	0
23	Glucose	l	74.36804406453675	101.832726	0.02698131899069267	0
24	Glucose	l	74.3168827686041	145.83621	0.039162766634035506	0
25	Glucose	l	74.21177992024013	254.43787	0.0356828435097043	0
26	Glucose	l	74.05916222286791	113.84223	0.032660949605855194	0
27	Glucose	l	73.93449872405645	198.09741	0.027651494953914835	0
28	Glucose	l	72.72562438027424	293.96585	0.04571656449391526	0
29	Glucose	l	72.45913120711694	445.22293	0.05619848119567905	0
30	Glucose	l	72.23952790295479	82.017525	0.018978004536592152	0
31	Glucose	l	72.18969643373376	231.50755	0.0428987678231465	0
32	Glucose	l	63.752583915882525	313.5078	0.04613099537041876	0
33	Glucose	l	63.607795661030906	233.61105	0.03658715412785796	0
34	Glucose	l	63.43505635583648	105.758865	0.012718019686417392	0
35	Glucose	l	63.46696277649636	338.5161	0.04102045019732259	0
36	Glucose	l	63.32069010723271	240.20166	0.039926293197481755	0
37	Alanine	l	53.74462166512282	86.41352	0.018590319850403603	0
38	Alanine	l	53.5755736669291	310.1223	0.020915298878549038	0
39	Alanine	l	53.51650671948033	164.93385	0.023280261820872283	0
40	Alanine	l	53.46579896379589	63.62907	0.020758632048995196	0
41	Alanine	l	53.387845514227195	91.63818	0.01500386542556953	0
42	Alanine	l	53.34397197494664	332.86838	0.023020074174809224	0
43	Alanine	l	53.286284624530055	90.75188	0.025836246668745844	0
44	Alanine	l	53.15702944989141	80.400566	0.030670596162508446	0
45	Acetate	l	25.997717645041234	73.005264	0.0	0
46	Acetate	l	25.954215465086776	635.0592	0.01799633707904036	0
47	Acetate	l	25.79200083945912	145.04282	0.018137317483422066	0
48	Acetate	l	25.60621188120021	619.7046	0.01911087727566496	0
49	Alanine	l	19.094397156652036	679.57355	0.018357639800910874	0
50	Alanine	l	18.985923691523936	155.95161	0.018099296115991592	0
51	Alanine	l	18.902305246812205	176.12376	0.001629703094266688	0
52	Alanine	l	18.861882768294947	662.24817	0.019793691733980268	0
53	Alanine	l	18.739903340930937	93.39703	0.04594763199412455	0
