Time,Mannitol,Alanine,AlanineN15
0.0,23.552035506083094,0.0,0.0
0.8411111111111111,23.473505284594566,0.0,0.0
1.682222222222222,,0.0,0.0
2.523333333333333,23.622338283787613,0.0,0.0
3.364444444444445,,0.0,0.0
4.205277777777778,,0.0,0.0
5.046666666666667,23.249725996990474,0.0,0.0
5.8875,22.769708390098664,0.0,0.0
6.728611111111111,,0.0,0.0
7.569444444444445,21.817866934553315,0.0,0.0
8.410555555555556,20.62162185849773,0.0,0.0
9.251666666666667,19.31615936218184,0.0,0.0
10.09305555555556,18.360733651819736,0.5835792837265118,0.0
10.93388888888889,17.41693383351674,0.9540214422815135,0.0
11.775,16.985352240416017,0.848436385903868,0.0
12.61611111111111,15.580193663273455,1.1463856352070305,0.0
13.45722222222222,14.741882452098292,1.115651982014365,0.0
14.29833333333333,13.918228819835644,0.8137869664803182,0.5149407611274551
15.13916666666667,13.069950227519046,1.193368757230504,
15.98027777777778,12.183312346950212,1.0434121887775674,0.42616944505607607
17.36805555555556,11.110443115709625,1.128355080108935,0.40728087466783536
18.97555555555556,10.046898124451781,1.1403035102460444,0.4696841365646157
20.58277777777778,8.83007845012437,1.4402696896416591,0.49496872978039375
22.19027777777778,7.6785146371134045,1.3830862383380045,0.3632807820318318
23.7975,6.7236820103498625,1.4448999227971402,0.4415708870523359
25.40472222222222,5.638815626602308,1.3357683755244014,0.5186130373132605
27.01222222222222,4.714754848060926,1.3955828021052044,0.6549181804576247
28.61972222222222,3.7356092425135365,1.4021569281079458,0.799628908229741
30.22694444444445,2.7727436425615384,1.7676895613313313,0.5011472649486173
31.83416666666667,2.0370866847167113,1.706990918921295,0.5731335580499066
33.44138888888889,1.278262631459325,1.5384452648950817,0.7297095888392487
35.04888888888889,0.09543763807616673,1.7743691225963567,0.6783741446348339
