,parameter,values,met_id,met_name
0,L,28.37217745776601,mnl1p,Mannitol
1,k,-0.13758216950386876,mnl1p,Mannitol
2,x0,15.276040674173975,mnl1p,Mannitol
3,C,-0.5921774577660134,mnl1p,Mannitol
0,L,1.4579268046628446,alaL,Alanine
1,k,0.4839389817624206,alaL,Alanine
2,x0,11.75863622605836,alaL,Alanine
0,L,0.5429599644329008,alaL_N15,AlanineN15
1,k,21.11252319697699,alaL_N15,AlanineN15
2,x0,14.160449471463062,alaL_N15,AlanineN15
