Time,Mannitol,Acetate,Alanine,Ethanol
0.1602777777777778,24.37849513197722,0.0,0.0,0.0
0.7186111111111111,24.162544712313935,0.0,0.0,0.0
1.276944444444444,24.3697859324361,0.0,0.0,0.0
1.835277777777778,24.328850273395336,0.0,0.0,0.0
2.393611111111111,24.102709012497623,0.0,0.0,0.0
2.951944444444444,23.904067859954715,0.0,0.0,0.0
3.510277777777778,24.16548220983751,0.0,0.0,0.0
4.069444444444445,24.06224010877436,0.0,0.0,0.0
4.6275,24.0237580872532,0.0,0.0,0.0
5.185833333333333,23.126045876926938,0.0,0.0,0.0
5.744166666666667,23.395974936762308,0.0,0.0,0.0
6.3025,22.473792758873852,0.0,0.0,0.0
6.860833333333333,21.297181876595317,0.0,0.0,0.0
7.419166666666666,20.12681364131276,0.0,0.0,0.0
7.9775,19.14705623515482,0.0,0.0,0.0
8.535833333333333,18.461081331129897,0.0,0.0,0.0
9.094166666666666,17.53670729234407,0.0,0.0,0.0
9.6525,16.637296679829557,0.0,0.0,0.0
10.21111111111111,15.849015411019465,0.0,0.0,0.0
10.76944444444444,15.000615230697365,0.0,0.0,0.0
12.15722222222222,14.072419789163387,5.069391610341154,1.5957015146617335,2.7536028054468416
13.76472222222222,11.899552049848747,4.951263818913876,3.40116552423105,3.6258771978850817
15.37222222222222,10.151003698735535,5.267835065974613,4.405017579643578,4.365552244820087
16.97972222222222,8.494662510669837,4.928662249140918,4.6395098286859096,5.355313324253418
18.58722222222222,6.9669269879431726,5.400241940949934,5.060242116095153,6.676460204591716
20.19472222222222,5.520823346430948,5.27588400696958,5.338328236620357,7.616070852222963
21.80222222222222,3.947502636449429,5.269293290276717,5.008131011560907,8.485815687610009
23.40944444444444,2.6703010497546584,5.590520793883804,5.406985487088729,9.607493087228415
25.01694444444444,1.084955883262853,5.215818228985003,4.942262696466181,10.804643963469497
26.62444444444445,0.0,5.397679235037749,5.145198228699673,12.356445590222155
28.23194444444444,0.0,5.3673464645596605,5.582964333522962,12.646348400004474
29.83944444444445,0.0,5.316053968376669,5.683896990478003,12.702321812352045
31.44694444444444,0.0,5.3336533818227565,5.6063162967735245,12.780682697181874
33.05444444444444,0.0,5.550314171929659,5.071338236293044,12.658023186732096
34.66222222222222,0.0,5.1404076215890875,5.567169514722638,12.700341629977698
