Time,Mannitol,Acetate,Alanine,Ethanol
0.443055555555555,26.479428384900146,0.0,0.0,0.0
1.28416666666667,26.199638201193675,0.0,0.0,0.0
2.12527777777778,25.19156224627084,0.0,0.0,0.0
2.96638888888889,24.871998101380747,0.0,0.0,0.0
3.57444444444444,25.66990719847913,0.0,0.0,0.0
4.64861111111111,24.826089952888243,0.0,0.0,0.0
5.48944444444444,24.370220642640067,0.0,0.0,0.0
6.33055555555556,24.030173380909478,0.0,0.0,0.0
7.17166666666667,22.734126824189833,0.0,0.0,0.0
8.01277777777778,20.598106148829157,0.0,0.0,0.0
8.85388888888889,19.738285233906552,3.802629499822794,0.8252320073234339,0.0
9.695,19.460813705241033,4.787844631863017,1.0505921886639964,0.0
10.5361111111111,17.28026981917112,4.765657772917439,1.251390981582572,0.0
11.3772222222222,15.848767629053416,5.025212639238776,1.5326561328093398,0.0
12.2183333333333,15.211663071979254,4.900488530644566,1.5835376476976053,0.0
13.0594444444444,13.320836959438795,5.093607936786321,1.8267735063302597,1.1025064396091189
13.9005555555556,12.155043424841335,4.5026711378640485,1.8766695944459955,2.3205388839502303
14.7416666666667,11.061088666657078,4.711754720566367,2.1286106188694687,2.6157459285318736
15.5827777777778,10.177504428387731,4.246045522297188,2.220511957525896,2.8962026704226047
16.4238888888889,9.272573232492206,4.132848011607992,2.3238955650254045,3.4503480007034306
17.8116666666667,8.098516682216424,4.2896352138638285,4.331908150154723,3.756388407051202
19.4188888888889,7.025706921092099,4.630694641401839,4.9657238667259,4.353375316859965
21.0263888888889,6.312268973895946,4.404745281085306,4.441799122948524,4.9556612363416725
22.6338888888889,5.845244979085924,4.179080230929967,4.81221942863527,5.394866101430493
24.2411111111111,5.331264850404759,4.266396985074093,4.704455777625797,5.912139087657808
25.8483333333333,4.966786230999301,4.071406546715577,4.604565500251529,6.399527106646101
27.4558333333333,4.660329460034119,4.155416270444674,4.667577783135492,6.6582955540245425
29.0630555555556,4.368553861405466,3.852317329562717,4.801366446770219,6.967346967742581
30.6705555555556,4.01769618190711,3.7409891652726164,4.8113196550782265,7.541281117568336
32.2777777777778,3.7280429510745683,4.105585201211333,4.78899114996092,7.834142746958342
33.8852777777778,3.440390049859498,3.9671466636163593,4.720989214571707,8.07818665085685
35.4925,3.1966332081633206,3.8260434635251666,4.795714124270298,8.328345434019353
