	cpd	cv	ppm	amp	fwhm	fwhm2
0	Glucose	l	98.9229699268292	273.16385	0.04161486504079903	0
1	Glucose	l	98.88827421690328	96.41686	0.013815587051311695	0
2	Glucose	l	98.64847168105209	116.081024	0.022956909729032304	0
3	Glucose	l	98.61697864546798	278.89578	0.02731383364093176	0
4	Glucose	l	98.58428510886534	118.00052	0.014471300435758394	0
5	Glucose	l	95.09797900930091	227.06099	0.037168032656268224	0
6	Glucose	l	94.79734118475639	200.29744	0.03654507587657463	0
7	Glucose	l	79.06890740280733	202.2269	0.028587917638503768	0
8	Glucose	l	78.79236264507949	356.87616	0.03798245452685478	0
9	Glucose	l	78.64112869197163	227.73863	0.063445748647041	0
10	Glucose	l	78.51040442966925	200.86523	0.03744770164283295	0
11	Glucose	l	78.39367804527464	142.56552	0.0	0
12	Glucose	l	77.28337954076213	203.83496	0.03852463210063206	0
13	Glucose	l	77.02717170398375	126.757286	0.034560390131787244	0
14	Glucose	l	76.9804872096336	225.40468	0.03929633510671238	0
15	Glucose	l	76.72162155532897	187.24097	0.02900840838040608	0
16	Glucose	l	75.64846440186491	175.05348	0.04820726674472553	0
17	Glucose	l	74.60454642047526	160.66937	0.053495053592172326	0
18	Glucose	l	74.31085118987036	319.25656	0.04582047510680809	0
19	Glucose	l	74.0378066352782	167.3767	0.04443579566222411	0
20	Glucose	l	72.74940769787287	230.86035	0.046839425453782724	0
21	Glucose	l	72.48140603560736	367.49152	0.05721027722859162	0
22	Glucose	l	72.21633870287982	147.98367	0.052096574233871706	0
23	Glucose	l	63.781763576606465	286.37738	0.048496984137329946	0
24	Glucose	l	63.6303405672314	188.29454	0.044581752885903825	0
25	Glucose	l	63.527301783401185	78.80436	0.011118768827458325	0
26	Glucose	l	63.49293776249053	281.0713	0.04207826674866055	0
27	Glucose	l	63.34387848552842	164.94186	0.038315026202099034	0
28	Ethanol	l	60.416938981359095	480.97363	0.021078549947418423	0
29	Ethanol	l	60.17040238465384	469.86148	0.022141397738153046	0
30	Alanine	l	53.710451755619175	317.14038	0.02516713814671334	0
31	Alanine	l	53.4797060595169	297.12292	0.027040080498949237	0
32	Alanine	l	53.3529241660041	301.48938	0.023529864500147823	0
33	Alanine	l	53.12174637581356	312.25714	0.022969658469094156	0
34	Butyrate	l	42.74170848881042	462.2514	0.02086082803864997	0
35	Butyrate	l	42.52002773862037	473.26218	0.02204297069542349	0
36	Butyrate	l	42.402387893410236	457.0734	0.021198679521290842	0
37	Butyrate	l	42.18219152678856	474.56573	0.02102349886362731	0
38	Acetate	l	26.300572404874487	552.8505	0.02095178065198411	0
39	Acetate	l	25.95486952211681	546.9265	0.02136155555567143	0
40	Butyrate	l	22.394794483785176	417.9948	0.024277581956539507	0
41	Butyrate	l	22.16954472396648	754.37115	0.02764096113807568	0
42	Butyrate	l	21.94447592558828	399.62885	0.024831238489213092	0
43	Ethanol	l	19.774737104070113	653.20355	0.020557866172168815	0
44	Ethanol	l	19.528096262797334	656.7089	0.020248241567031755	0
45	Alanine	l	19.113926294679203	858.1168	0.022731875327764328	0
46	Alanine	l	18.882014061746276	802.0446	0.02315446523857645	0
47	Butyrate	l	16.190608568413637	597.5578	0.03792446858221865	0
48	Butyrate	l	15.961828400979641	555.7417	0.037886473167276336	0
