	cpd	cv	ppm	amp	fwhm	fwhm2
0	CO2	l	127.3938767397914	511.6367	0.02055702191501041	0
1	Mannitol	l	74.13249410205495	783.8104	0.0233812361171033	0
2	Mannitol	l	74.04937454825159	697.2685	0.02675574979386397	0
3	Mannitol	l	73.92366422136732	761.3323	0.024096538422611502	0
4	Mannitol	l	73.84823151392442	1411.3787	0.03913981280936696	0
5	Mannitol	l	73.7755836280941	638.44354	0.023691948519882544	0
6	Mannitol	l	73.65141566961043	983.2171	0.029178067476550495	0
7	Mannitol	l	73.61175195523072	916.07477	0.0005944965502919786	0
8	Mannitol	l	73.56788948676618	1188.5521	0.026303573717513018	0
9	Mannitol	l	72.571370738513	380.68515	0.024265872770826036	0
10	Mannitol	l	72.37999349038304	1973.0728	0.030947068817425816	0
11	Mannitol	l	72.29638434932133	1418.8096	0.03144131433407438	0
12	Mannitol	l	72.17158506801741	1235.3937	0.03139550290697457	0
13	Mannitol	l	72.08768256603534	1330.0	0.03174182353328092	0
14	Mannitol	l	66.2419963541198	3713.7322	0.029058697542751588	0
15	Mannitol	l	65.96981607100219	3442.0334	0.03042195402790071	0
16	Acetate	l	26.232276148399762	466.58325	0.022333642723538105	0
17	Acetate	l	25.8842906901956	449.17227	0.027475909958496914	0
18	Alanine	l	19.150265537210146	686.09644	0.01892262682295609	0
19	Alanine	l	18.918462657036372	702.2311	0.02251616088946662	0
