	cpd	cv	ppm	amp	fwhm	fwhm2
0	Mannitol	l	65.94513004756925	96.533615	0.018473126150325925	0
1	Alanine	l	53.6260203507596	119.606636	0.020119681312195326	0
2	Alanine	l	53.45435473774083	139.66095	0.019449132819232773	0
3	AlanineIgnore	l	53.39318468983518	179.23221	0.025571488933138653	0
4	AlanineN15	l	53.33149776081922	74.40457	0.021092569678899054	0
5	Alanine	l	53.266282450595895	104.9202	0.026626500958514043	0
6	Alanine	l	53.22077031929334	149.91112	0.03014953998922465	0
7	AlanineN15	l	53.16226181042839	58.10437	0.04882011941322162	0
8	Alanine	l	53.03481721084668	121.3159	0.014029076714678013	0
9	AlanineN15	l	52.97895858882498	61.001038	0.03534103401972288	0
