	cpd	cv	ppm	amp	fwhm	fwhm2
0	CO2	l	127.36745672400909	238.32716	0.016913253539541984	0
1	Glucose	l	98.89475513991923	433.41992	0.03910683685495542	0
2	Glucose	l	98.86038057915124	162.75012	0.012458516645381223	0
3	Glucose	l	98.66347593008629	74.17498	0.0	0
4	Glucose	l	98.62326324771163	158.46423	0.009560160817414953	0
5	Glucose	l	98.58643018710708	473.96985	0.04314524594249747	0
6	Glucose	l	98.52128061029168	76.8379	0.0	0
7	Glucose	l	95.0696694853088	354.1264	0.032347130627414344	0
8	Glucose	l	94.76743043824533	361.35098	0.038500386243953244	0
9	Glucose	l	78.97952445901021	374.04733	0.027320393816182786	0
10	Glucose	l	78.92306110714739	173.85638	0.03461392708916833	0
11	Glucose	l	78.69530721346075	829.3452	0.04928559020513035	0
12	Glucose	l	78.42153016613838	659.4562	0.0345262069870671	0
13	Glucose	l	77.32855159268524	370.7691	0.03264872207350322	0
14	Glucose	l	77.04468799772076	0.050000004	0.177687809885839	0
15	Glucose	l	77.03665425254812	336.0069	0.06260745211767471	0
16	Glucose	l	76.76623437618898	258.90924	0.035560336234539136	0
17	Glucose	l	75.92554015742857	101.61834	0.03838821740453113	0
18	Glucose	l	75.67345173560855	312.0509	0.03924755865693896	0
19	Glucose	l	75.42021708643148	191.04843	0.040260139991147526	0
20	Glucose	l	74.63310805109344	198.35387	0.034470986348054566	0
21	Glucose	l	74.50765449934102	186.95082	0.02720803387822457	0
22	Glucose	l	74.38585491214712	111.92636	0.0314966161098198	0
23	Glucose	l	74.33602314890845	196.03146	0.03840147081174905	0
24	Glucose	l	74.23250291587303	361.77652	0.034398736730707924	0
25	Glucose	l	74.08985518272587	109.81167	0.026614851870078837	0
26	Glucose	l	74.06757134591734	96.07472	0.020395768722067942	0
27	Glucose	l	73.95655796256486	278.8123	0.029726048568022634	0
28	Glucose	l	72.74493873986574	393.68524	0.04682358485950999	0
29	Glucose	l	72.47976367397442	627.9782	0.056848362468883806	0
30	Glucose	l	72.21193435728472	283.09418	0.05283069739184043	0
31	Glucose	l	63.77392499867008	442.58282	0.047282672831158834	0
32	Glucose	l	63.62786992130714	307.95004	0.0397402368373605	0
33	Glucose	l	63.52398251054018	96.91154	0.011837499708548194	0
34	Glucose	l	63.48514757943482	481.3947	0.038971513788396805	0
35	Glucose	l	63.41378682054989	314.79236	0.0010114066826361068	0
36	Glucose	l	63.34249083656721	326.06802	0.04471660327268978	0
37	Alanine	l	53.595774784808725	180.44505	0.017926896486471833	0
38	Alanine	l	53.53692900779049	91.34626	0.020189379300234123	0
39	Alanine	l	53.41208030871505	68.114296	0.02280367752180723	0
40	Alanine	l	53.36421229741845	185.52556	0.02741727136776717	0
41	Alanine	l	53.17677307578512	71.1019	0.0	0
42	Acetate	l	26.035881638665614	443.63498	0.017668923928226832	0
43	Acetate	l	25.873361817912837	138.42839	0.019290212725110223	0
44	Acetate	l	25.688260469591313	444.2141	0.020278073093436433	0
45	Alanine	l	19.11515209678211	415.87106	0.01791370972398454	0
46	Alanine	l	19.006372334101997	119.5973	0.017221418689757684	0
47	Alanine	l	18.88300407365361	427.4556	0.019783022571431275	0
