,parameter,values,met_id,met_name
0,L,29.786121148572725,mnl1p,Mannitol
1,k,-0.2710746681386754,mnl1p,Mannitol
2,x0,22.765098445243584,mnl1p,Mannitol
3,C,-2.0061211485727246,mnl1p,Mannitol
0,L,4.101318997284626,alaL,Alanine
1,k,0.2544304334282671,alaL,Alanine
2,x0,20.282670400688357,alaL,Alanine
0,L,1.89614118790936,alaL_N15,AlanineN15
1,k,0.5733084228906008,alaL_N15,AlanineN15
2,x0,23.052569803681042,alaL_N15,AlanineN15
