Time,Mannitol,Alanine,AlanineN15
0.4430555555555555,,0.0,0.0
1.284166666666667,,0.0,0.0
2.125277777777778,,0.0,0.0
2.966388888888889,,0.0,0.0
3.8075,25.570572663461522,0.0,0.0
4.648611111111111,,0.0,0.0
5.489722222222222,,0.0,0.0
6.330833333333334,,0.0,0.0
7.171944444444445,,0.0,0.0
8.013055555555555,,0.0,0.0
8.854166666666666,,0.0,0.0
9.695,23.72589413900738,0.0,0.0
10.53611111111111,,0.0,0.0
11.37694444444444,20.725925590051986,0.0,0.0
12.21833333333333,,0.0,0.0
13.05944444444444,17.82255541756218,0.6985484968664792,0.0
13.90027777777778,,1.1280258526696356,0.0
14.74138888888889,,1.331137379248129,0.0
15.5825,,0.8350608121234858,0.0
16.42361111111111,12.029573270939407,,0.0
17.81111111111111,,2.057137737418944,0.397347182240751
19.41861111111111,8.341096613304261,2.3615064528148038,
21.02583333333333,6.812541725815386,2.6741809108867547,
22.63333333333333,5.19081159918007,3.1358003772920235,0.5351822503246293
24.24055555555556,3.9273916127995068,2.7635639338620206,1.170985881891537
25.84805555555555,2.8999647262299315,3.057735541466012,1.1380019024689887
27.45527777777778,2.066916665053273,3.0612069995982676,1.2827044620732215
29.0625,,3.1108235113680185,1.327785211172307
30.67,0.5482593147298055,3.2346711981570815,1.1949824165657303
32.27722222222222,,3.214259557606765,1.3677314603136927
33.88472222222222,0.5291231582500623,3.110629530645287,1.5217184413260172
35.49194444444444,0.5442716972111756,3.1962125731754947,1.4574451910759894
