,parameter,values,met_id,met_name
0,L,27.475142140301422,mnl1p,Mannitol
1,k,-0.23511892088656192,mnl1p,Mannitol
2,x0,15.750001140210445,mnl1p,Mannitol
3,C,0.3048578596985791,mnl1p,Mannitol
0,L,3.1241383922938026,alaL,Alanine
1,k,0.45943550813770356,alaL,Alanine
2,x0,16.563891000025926,alaL,Alanine
0,L,1.4131622703386009,alaL_N15,AlanineN15
1,k,0.4386445311575217,alaL_N15,AlanineN15
2,x0,22.45480438394072,alaL_N15,AlanineN15
